date,temperature_2m,relative_humidity_2m,snow_depth,snowfall,showers,rain,precipitation,precipitation_probability,apparent_temperature,dew_point_2m,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,temperature_180m,temperature_80m,temperature_120m,wind_gusts_10m,wind_direction_180m,wind_direction_120m,wind_direction_80m,wind_direction_10m,wind_speed_180m,wind_speed_120m,wind_speed_80m,wind_speed_10m,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,soil_moisture_27_to_81cm
2025-08-25 10:00:00+00:00,26.5195,29.0,0.0,0.0,0.0,0.0,0.0,0.0,25.590534,7.0389376,0.0,1009.4,995.2504,0.0,0.0,0.0,0.0,63800.0,-0.0,9.631116e-05,2.4615197,29.3485,28.220001,28.320002,6.12,334.72232,354.09393,23.749514,71.564964,14.33234,10.712811,9.83268,1.1384199,23.7985,28.4485,32.1985,30.0985,0.067,0.078,0.104,0.13,0.155
2025-08-25 11:00:00+00:00,26.1695,30.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97781,7.2324133,0.0,1009.3,995.1353,0.0,0.0,0.0,0.0,62400.0,-0.0,0.030225595,2.3773084,28.6485,27.570002,27.67,3.2399998,342.072,360.0,30.963696,186.3401,12.864649,13.228068,2.0991426,3.2599385,23.3985,27.8985,31.7985,30.0985,0.068,0.078,0.104,0.13,0.155
2025-08-25 12:00:00+00:00,24.5195,37.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44086,8.874917,0.0,1009.0,994.76166,0.0,0.0,0.0,0.0,52400.0,-0.0,0.04838657,1.9398408,27.8485,26.77,26.92,5.3999996,360.0,346.42953,321.8427,340.3461,7.92,10.961979,6.4096174,5.3517847,22.4485,27.2985,31.3985,30.0985,0.069,0.078,0.104,0.13,0.155
2025-08-25 13:00:00+00:00,25.0195,39.0,0.0,0.0,0.0,0.0,0.0,0.0,24.018822,10.103203,0.0,1009.3,995.0811,0.0,0.0,0.0,0.0,50300.0,-0.0,0.06607433,1.9349785,27.748499,26.02,26.220001,6.8399997,360.0,327.09476,36.86999,49.085716,5.7599998,7.4402227,3.6,7.145796,21.9485,26.7985,30.998499,30.0985,0.07,0.078,0.104,0.13,0.155
2025-08-25 14:00:00+00:00,24.369501,42.0,0.0,0.0,0.0,0.0,0.0,0.0,24.213165,10.631865,0.0,1009.7,995.44464,0.0,0.0,0.0,0.0,45700.0,-0.0,0.032366056,1.7698048,27.5485,25.320002,25.52,3.6,348.6901,299.74478,224.9999,296.56497,3.671294,5.9248943,3.563818,2.4149535,22.748499,26.2985,30.5985,30.0985,0.071,0.079,0.104,0.13,0.155
2025-08-25 15:00:00+00:00,27.219501,41.0,0.0,0.0,0.0,0.0,0.0,0.0,27.948574,12.826334,0.0,1010.3,996.1703,0.0,0.0,0.0,0.0,46800.0,-0.0,0.0864765,2.130671,27.3485,25.720001,25.570002,1.4399999,322.12494,296.56497,180.0,180.0,4.1046314,4.9298105,1.08,1.08,28.748499,26.748499,30.248499,30.0985,0.071,0.079,0.104,0.13,0.155
2025-08-25 16:00:00+00:00,30.1695,38.0,0.0,0.0,0.0,0.0,0.0,0.0,30.979115,14.288924,0.0,1010.5,996.50397,0.0,0.0,0.0,0.0,50600.0,0.0,0.2691783,2.6556659,27.1485,28.12,27.92,4.32,321.34018,315.0001,204.44394,206.56499,6.9153743,6.755419,4.3498964,4.0249224,35.1985,28.6485,30.0485,30.0985,0.071,0.079,0.104,0.13,0.155
2025-08-25 17:00:00+00:00,32.8195,34.0,0.0,0.0,0.0,0.0,0.0,0.0,33.858917,14.899278,0.0,1010.3,996.42694,0.0,0.0,0.0,0.0,55300.0,0.0,0.4378788,3.2851243,27.3485,30.67,30.42,5.3999996,322.69595,315.0001,278.13,282.99463,9.504272,7.2750664,5.0911684,4.802999,39.598503,31.0985,30.0485,30.0985,0.069,0.079,0.104,0.13,0.155
2025-08-25 18:00:00+00:00,34.419502,30.0,0.0,0.0,0.0,0.0,0.0,0.0,35.81896,14.347236,0.0,1010.0,996.2024,0.0,0.0,0.0,0.0,60900.0,0.0,0.5963092,3.8097844,28.9485,32.719997,32.52,8.28,322.69595,319.39877,293.1986,295.34613,9.504272,6.7753763,8.225035,7.5685663,43.7485,33.398502,30.248499,30.0485,0.066,0.079,0.104,0.129,0.155
2025-08-25 19:00:00+00:00,36.4695,26.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8314,13.8861065,0.0,1009.4,995.70135,0.0,0.0,0.0,0.0,66100.0,0.0,0.7379869,4.5089307,30.748499,34.77,34.52,12.599999,329.03632,313.36346,320.82635,318.991,10.495713,9.097545,12.538134,10.97262,47.6985,35.9485,30.5985,30.0485,0.063,0.079,0.104,0.129,0.154
2025-08-25 20:00:00+00:00,38.419502,26.0,0.0,0.0,0.0,0.0,0.0,0.0,40.94492,15.5328,0.0,1008.4,994.79987,0.0,0.0,0.0,0.0,66200.0,0.0,0.7971331,5.0117846,32.3485,36.52,36.27,10.440001,326.82147,313.53125,329.03632,326.88864,11.183201,10.136459,10.495713,9.885262,50.348503,38.2485,31.0985,30.0485,0.059,0.079,0.103,0.129,0.154
2025-08-25 21:00:00+00:00,39.2195,25.0,0.0,0.0,0.0,0.0,0.0,0.0,41.626564,15.593913,0.0,1007.9,994.3413,0.0,0.0,0.0,0.0,68200.0,0.0,0.8062863,5.3026175,33.648502,37.969997,37.719997,12.24,322.25314,282.33908,318.6523,316.3971,14.113652,12.036322,11.988594,10.44,51.0485,40.0485,31.748499,30.0485,0.056,0.078,0.103,0.128,0.154
2025-08-25 22:00:00+00:00,41.5695,20.0,0.0,0.0,0.0,0.0,0.0,1.0,42.03287,14.075095,0.0,1006.9,993.4549,0.0,0.0,0.0,0.0,77100.0,0.0,0.85270303,6.4089155,34.648502,35.02,35.02,20.519999,325.92276,247.98866,320.96448,316.7899,14.77755,37.25551,17.148247,16.299694,50.098503,41.098503,32.398502,30.0485,0.054,0.078,0.103,0.128,0.154
2025-08-25 23:00:00+00:00,41.7195,20.0,0.0,0.0,0.0,0.0,0.0,2.0,41.72471,14.197512,0.0,1005.8,992.37573,0.0,0.0,0.0,0.0,78200.0,-0.0,0.75152045,6.459693,35.348503,37.87,37.67,19.8,326.88864,271.5074,333.43503,327.42596,19.770523,13.967795,18.514643,15.379206,46.598503,41.348503,33.0485,30.0985,0.053,0.077,0.103,0.128,0.154
2025-08-26 00:00:00+00:00,41.3695,17.0,0.0,0.0,0.0,0.0,0.0,4.0,38.24185,11.431088,0.0,1005.9,992.45984,0.0,0.0,0.0,0.0,81200.0,-0.0,0.74079275,6.5804276,35.848503,38.17,37.969997,27.359999,327.77127,308.15726,323.2857,321.6048,19.576189,6.5421963,26.496098,24.344624,42.4985,40.7985,33.598503,30.0985,0.051,0.076,0.103,0.127,0.154
2025-08-26 01:00:00+00:00,40.4695,18.0,0.0,0.0,0.0,0.0,0.0,6.0,38.004063,11.572456,2.0,1006.4,992.91473,50.0,0.0,50.0,0.0,83500.0,-0.0,0.53627235,6.19867,35.7485,38.219997,38.02,27.359999,327.38077,251.56496,317.67548,314.27487,21.370783,5.809837,27.267473,20.111729,38.598503,39.648502,33.9985,30.0985,0.052,0.076,0.103,0.127,0.154
2025-08-26 02:00:00+00:00,38.9695,18.0,0.0,0.0,0.0,0.0,0.0,3.0,38.244183,10.3619995,1.0,1006.9,993.3438,22.0,21.0,22.0,0.0,73300.0,-0.0,0.16636705,5.721961,35.0485,37.719997,37.62,16.56,325.0805,240.94548,23.749514,18.435053,23.269482,7.5661836,9.83268,5.6920996,34.4985,37.9485,34.2485,30.1485,0.052,0.075,0.103,0.127,0.154
2025-08-26 03:00:00+00:00,37.419502,20.0,0.0,0.0,0.0,0.0,0.0,4.0,35.632725,10.683402,1.0,1008.0,994.3618,27.0,0.0,27.0,0.0,75200.0,-0.0,0.25079706,5.1342735,33.648502,35.62,35.719997,38.16,319.3161,272.3859,92.79265,102.200455,27.059933,8.8263645,29.5551,13.627795,31.1985,36.0485,34.348503,30.1985,0.06,0.075,0.103,0.127,0.154
2025-08-26 04:00:00+00:00,36.0195,23.0,0.0,0.0,0.0,0.0,0.0,1.0,35.024853,11.635822,2.0,1008.5,994.7939,50.0,11.0,50.0,0.0,70400.0,-0.0,0.15937153,4.578122,33.348503,31.87,31.92,13.32,322.95743,336.3179,11.888645,317.86246,23.904108,22.8704,6.9899354,10.195057,29.3485,34.348503,34.2485,30.1985,0.06,0.075,0.103,0.127,0.153
2025-08-26 05:00:00+00:00,34.669502,23.0,0.0,0.0,0.0,0.0,0.0,2.0,33.540222,10.5109625,0.0,1009.2,995.42456,0.0,0.0,0.0,0.0,73200.0,-0.0,0.13398765,4.250136,31.8485,30.37,30.42,18.72,338.6631,31.429514,319.7637,304.9921,24.735432,15.502579,18.391737,8.78872,27.8985,32.9485,34.0485,30.248499,0.061,0.075,0.103,0.126,0.153
2025-08-26 06:00:00+00:00,32.8695,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.979954,6.9537864,2.0,1009.4,995.54156,50.0,0.0,50.0,0.0,75500.0,-0.0,0.115839496,3.9947612,31.5485,30.220001,30.470001,11.159999,3.3664,82.56869,19.025702,360.0,12.261158,8.522855,11.043261,7.5599995,27.1485,32.148502,33.898502,30.248499,0.057,0.074,0.102,0.126,0.153
2025-08-26 07:00:00+00:00,31.5195,21.0,0.0,0.0,0.0,0.0,0.0,0.0,30.44994,6.5525155,1.0,1009.6,995.67773,21.0,0.0,21.0,0.0,69000.0,-0.0,0.0064966604,3.6556957,31.248499,29.820002,30.02,3.96,18.435053,149.53453,138.81418,56.309914,11.384199,7.2471747,7.653705,1.2979984,26.0985,31.1485,33.598503,30.2985,0.058,0.074,0.102,0.126,0.153
2025-08-26 08:00:00+00:00,30.869501,17.0,0.0,0.0,0.0,0.0,0.0,0.0,28.986042,2.992515,0.0,1009.6,995.6484,0.0,0.0,0.0,0.0,81000.0,-0.0,0.017107083,3.7019587,31.248499,28.720001,28.87,2.16,27.474344,329.9315,104.03627,323.13,10.144082,8.067101,4.452954,1.8,25.2985,30.248499,33.2485,30.2985,0.059,0.074,0.102,0.126,0.153
2025-08-26 09:00:00+00:00,30.219501,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.743279,-0.23393753,0.0,1009.6,995.61865,0.0,0.0,0.0,0.0,86000.0,-0.0,0.14280319,3.6963007,31.1485,28.02,28.17,14.4,21.801476,360.0,39.644142,16.26028,7.754637,4.4093566,16.363178,9.0,24.5985,29.5485,32.848503,30.2985,0.06,0.074,0.102,0.126,0.153
2025-08-26 10:00:00+00:00,28.469501,21.0,0.0,0.0,0.0,0.0,0.0,0.0,26.247644,4.0294523,0.0,1009.7,995.6369,0.0,0.0,0.0,0.0,76600.0,-0.0,0.07404763,3.0695522,30.8485,27.720001,27.820002,9.72,356.6336,342.64587,64.23073,31.607454,6.130579,6.159524,11.592895,5.495161,24.0485,28.8985,32.4985,30.2985,0.061,0.074,0.102,0.126,0.153
2025-08-26 11:00:00+00:00,26.619501,31.0,0.0,0.0,0.0,0.0,0.0,0.0,25.32977,8.10317,0.0,1009.6,995.4523,0.0,0.0,0.0,0.0,61100.0,-0.0,0.05853646,2.4061913,30.3485,27.070002,27.320002,11.5199995,338.19852,337.5205,20.095322,3.8140097,9.693296,11.532198,15.716793,5.4119864,23.7985,28.2985,32.0985,30.3485,0.062,0.074,0.102,0.126,0.153
2025-08-26 12:00:00+00:00,26.0195,30.0,0.0,0.0,0.0,0.0,0.0,0.0,24.258146,7.1027694,0.0,1010.0,995.81854,0.0,0.0,0.0,0.0,61400.0,-0.0,0.07820778,2.3563662,29.4485,26.17,26.42,9.36,357.5105,329.03632,351.87,291.25058,8.287822,12.855372,12.7279215,6.9527545,23.3485,27.9485,31.748499,30.3485,0.063,0.074,0.102,0.126,0.153
2025-08-26 13:00:00+00:00,26.2695,25.0,0.0,0.0,0.0,0.0,0.0,0.0,24.135136,4.6791415,0.0,1010.6,996.4217,0.0,0.0,0.0,0.0,69500.0,-0.0,0.07028482,2.5623994,28.6485,24.820002,25.02,11.879999,350.78906,305.13428,6.482988,330.25522,13.493999,12.131296,15.941944,5.8048253,23.0485,27.498499,31.3485,30.3485,0.063,0.074,0.102,0.126,0.153
2025-08-26 14:00:00+00:00,26.3195,21.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67102,2.2478273,0.0,1011.1,996.9172,0.0,0.0,0.0,0.0,78600.0,-0.0,0.09686678,2.707197,27.9485,23.77,23.92,6.12,349.50858,291.25058,348.6901,273.3664,19.770523,7.0965676,5.506941,6.130579,23.748499,27.0985,30.998499,30.3485,0.064,0.074,0.102,0.126,0.153
2025-08-26 15:00:00+00:00,27.119501,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38585,6.512031,0.0,1012.2,998.03906,0.0,0.0,0.0,0.0,65400.0,-0.0,0.1430827,2.6216323,27.248499,24.52,24.320002,7.2,340.46326,324.46225,135.0001,150.2552,23.683512,3.1608932,5.6002855,5.8048253,28.4485,27.4485,30.6485,30.2985,0.064,0.075,0.101,0.126,0.153
2025-08-26 16:00:00+00:00,28.5695,30.0,0.0,0.0,0.0,0.0,0.0,0.0,27.173098,9.305343,0.0,1012.5,998.40234,0.0,0.0,0.0,0.0,61300.0,-0.0,0.30747214,2.7351365,26.6485,27.220001,26.92,9.72,326.61145,308.65982,182.3859,184.96965,18.971008,2.3528047,8.647496,8.311245,34.1985,28.8485,30.4485,30.2985,0.064,0.075,0.101,0.126,0.153
2025-08-26 17:00:00+00:00,31.5195,22.0,0.0,0.0,0.0,0.0,0.0,0.0,30.14574,7.2308984,0.0,1012.7,998.73505,0.0,0.0,0.0,0.0,73800.0,-0.0,0.43666643,3.6093292,26.4485,30.02,29.77,6.12,312.39737,309.28937,277.1249,281.3099,11.212135,5.222394,5.8048253,5.506941,38.7485,30.998499,30.3985,30.2985,0.063,0.075,0.101,0.126,0.153
2025-08-26 18:00:00+00:00,33.2695,24.0,0.0,0.0,0.0,0.0,0.0,0.0,33.191547,9.977887,0.0,1012.7,998.8141,0.0,0.0,0.0,0.0,70700.0,0.0,0.6018104,3.8805432,27.248499,32.57,32.37,9.0,323.8417,311.18582,328.24057,329.03632,11.592894,7.8120174,8.891343,8.39657,39.2985,32.0985,30.4485,30.2985,0.06,0.075,0.101,0.125,0.153
2025-08-26 19:00:00+00:00,35.6195,25.0,0.0,0.0,0.0,0.0,0.0,0.0,37.220028,12.568116,0.0,1012.0,998.22833,0.0,0.0,0.0,0.0,69300.0,0.0,0.7037814,4.362107,29.3485,34.37,34.12,8.28,335.09525,318.81415,322.12494,316.9749,11.113451,7.8120174,8.209263,7.386582,44.0485,34.2985,30.6485,30.248499,0.056,0.075,0.101,0.125,0.153
2025-08-26 20:00:00+00:00,37.6195,21.0,0.0,0.0,0.0,0.0,0.0,0.0,39.314003,11.583396,0.0,1011.4,997.7247,0.0,0.0,0.0,0.0,75000.0,0.0,0.7693186,5.1251674,30.9485,35.77,35.57,10.799999,344.05453,319.89914,311.18582,306.86996,10.483357,9.127178,7.653705,7.2,46.598503,36.2485,31.0485,30.248499,0.053,0.074,0.101,0.125,0.153
2025-08-26 21:00:00+00:00,39.2695,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.991222,12.196542,0.0,1010.7,997.1055,0.0,0.0,0.0,0.0,77900.0,0.0,0.78813213,5.6724057,32.5485,36.77,36.57,10.799999,340.8209,301.5042,298.8107,300.06848,8.766573,13.360099,8.217153,7.9036193,48.1985,37.9485,31.5485,30.248499,0.05,0.074,0.101,0.124,0.153
2025-08-26 22:00:00+00:00,40.5695,17.0,0.0,0.0,0.0,0.0,0.0,0.0,41.323174,10.790453,0.0,1010.3,996.7669,0.0,0.0,0.0,0.0,83100.0,0.0,0.7526189,6.3078947,33.9485,37.52,37.27,11.879999,336.3706,258.15796,238.67136,236.97612,6.28713,23.27708,9.693296,8.587338,48.2985,39.2485,32.0985,30.248499,0.048,0.073,0.101,0.124,0.153
2025-08-26 23:00:00+00:00,40.5195,18.0,0.0,0.0,0.0,0.0,0.0,0.0,39.496597,11.612782,0.0,1009.3,995.7781,0.0,0.0,0.0,0.0,81100.0,-0.0,0.7508512,6.2151318,34.848503,37.77,37.57,18.359999,325.30478,257.73523,310.10083,311.42358,5.692099,17.297321,17.884428,16.323528,45.648502,39.6985,32.6985,30.248499,0.046,0.073,0.101,0.124,0.153
2025-08-27 00:00:00+00:00,39.8195,18.0,0.0,0.0,0.0,0.0,0.0,0.0,37.47355,11.04808,0.0,1008.7,995.1562,8.0,0.0,8.0,0.0,83000.0,-0.0,0.6422796,5.9880414,34.9485,38.17,37.92,21.96,315.0001,304.8754,339.44388,332.928,12.218805,14.780298,21.53089,18.193361,43.398502,39.4485,33.148502,30.2985,0.045,0.072,0.101,0.12,0.149
2025-08-27 01:00:00+00:00,38.2195,22.0,0.0,0.0,0.0,0.0,0.0,1.0,37.595768,12.785927,0.0,1008.6,994.98846,0.0,0.0,0.0,0.0,74900.0,-0.0,0.37094975,5.2268667,34.7485,37.02,36.82,18.359999,318.36655,40.399834,55.491425,57.99466,17.339897,22.677723,13.979872,10.1887,38.148502,38.6985,33.5485,30.2985,0.045,0.072,0.101,0.12,0.149
2025-08-27 02:00:00+00:00,38.8695,17.0,0.0,0.0,0.0,0.0,0.0,1.0,37.60784,9.427858,1.0,1008.9,995.3125,32.0,0.0,32.0,0.0,86000.0,-0.0,0.19808199,5.76097,34.2485,31.17,31.220001,12.24,315.0001,94.94588,2.1210518,360.0,23.419376,38.357243,9.726665,7.5599995,33.2485,37.148502,33.7985,30.2985,0.046,0.072,0.101,0.12,0.149
2025-08-27 03:00:00+00:00,35.4695,22.0,0.0,0.0,0.0,0.0,0.0,1.0,34.629967,10.50878,0.0,1009.6,995.85443,0.0,0.0,0.0,0.0,76100.0,-0.0,0.13275746,4.499779,33.0485,29.320002,29.570002,15.119999,307.9422,31.827414,61.504463,57.99466,26.932714,25.08343,14.336861,6.792466,29.748499,35.2485,33.898502,30.3485,0.046,0.071,0.101,0.12,0.149
2025-08-27 04:00:00+00:00,37.3695,14.0,0.0,0.0,0.0,0.0,0.0,0.0,35.309616,5.3947887,0.0,1010.5,996.82574,0.0,0.0,0.0,0.0,87800.0,-0.0,0.111544736,5.505563,32.7485,30.37,30.570002,13.679999,300.5475,10.738852,7.695961,13.240531,25.49908,21.691788,13.441071,6.28713,27.9485,33.5485,33.7985,30.3485,0.048,0.071,0.101,0.12,0.149
2025-08-27 05:00:00+00:00,31.5195,29.0,0.0,0.0,0.0,0.0,0.0,0.0,30.429688,11.336607,0.0,1011.6,997.6502,0.0,0.0,0.0,0.0,63000.0,-0.0,0.13416448,3.2848072,32.0485,29.52,29.62,25.56,299.13422,25.201094,350.81122,349.8754,25.140787,6.9036903,24.798225,10.239453,26.498499,32.148502,33.598503,30.3985,0.049,0.071,0.101,0.12,0.149
2025-08-27 06:00:00+00:00,30.469501,31.0,0.0,0.0,0.0,0.0,0.0,0.0,29.743439,11.439328,0.0,1012.1,998.0953,0.0,0.0,0.0,0.0,58700.0,-0.0,0.09834913,3.007131,30.8485,29.12,29.27,23.4,311.7602,259.69522,358.9191,341.56494,13.513193,4.1081753,19.083395,7.968939,25.1985,31.0485,33.348503,30.3985,0.05,0.07,0.1,0.12,0.149
2025-08-27 07:00:00+00:00,28.1695,35.0,0.0,0.0,0.0,0.0,0.0,0.0,27.437843,11.2662325,0.0,1012.9,998.77826,0.0,0.0,0.0,0.0,54400.0,-0.0,0.08334879,2.4812694,28.9485,28.42,28.52,13.679999,12.7243595,300.96368,353.15732,318.81415,11.440978,4.285124,18.129137,7.653705,24.2985,29.998499,32.9985,30.3985,0.051,0.07,0.1,0.12,0.149
2025-08-27 08:00:00+00:00,27.8195,34.0,0.0,0.0,0.0,0.0,0.0,0.0,27.064018,10.52264,0.0,1013.1,998.9591,0.0,0.0,0.0,0.0,55500.0,-0.0,0.06769994,2.4687493,28.1485,27.67,27.77,20.16,7.523731,339.8636,360.0,346.75946,19.245697,11.741047,19.08,6.28713,23.8985,29.1485,32.598503,30.4485,0.052,0.07,0.1,0.119,0.149
2025-08-27 09:00:00+00:00,25.369501,40.0,0.0,0.0,0.0,0.0,0.0,0.0,24.622843,10.795568,0.0,1013.6,999.3372,0.0,0.0,0.0,0.0,48700.0,-0.0,0.06161351,1.9431895,27.9485,26.720001,26.820002,14.759999,346.42953,344.40714,337.21756,302.00534,21.479666,16.40392,19.523155,6.792466,23.248499,28.498499,32.1985,30.4485,0.053,0.07,0.1,0.119,0.149
2025-08-27 10:00:00+00:00,25.119501,39.0,0.0,0.0,0.0,0.0,0.0,0.0,24.763237,10.192384,0.0,1014.2,999.9168,0.0,0.0,0.0,0.0,49600.0,-0.0,0.018739996,1.9465137,27.3485,25.52,25.67,7.2,337.06787,328.4958,350.8377,277.1249,20.326454,13.360099,11.304229,2.9024127,22.498499,27.8985,31.7985,30.4485,0.054,0.07,0.1,0.119,0.149
2025-08-27 11:00:00+00:00,23.8195,43.0,0.0,0.0,0.0,0.0,0.0,0.0,23.174036,10.489467,0.0,1014.0,999.6575,0.0,0.0,0.0,0.0,45300.0,-0.0,0.04243965,1.6829176,26.5485,24.570002,24.77,6.4799995,341.56494,343.8556,357.95462,293.1986,15.937878,14.536208,10.086427,5.4833565,21.6485,27.248499,31.3985,30.4485,0.055,0.07,0.1,0.119,0.149
2025-08-27 12:00:00+00:00,23.969501,40.0,0.0,0.0,0.0,0.0,0.0,0.0,22.959414,9.54312,0.0,1014.2,999.86194,0.0,0.0,0.0,0.0,48100.0,-0.0,0.052622333,1.7875899,25.6485,24.220001,24.320002,9.36,358.26434,3.46817,49.76371,40.236294,11.885453,12.147979,12.261157,6.1305785,20.5485,26.4485,30.998499,30.4485,0.056,0.07,0.1,0.119,0.149
2025-08-27 13:00:00+00:00,24.0195,37.0,0.0,0.0,0.0,0.0,0.0,0.0,23.156326,8.431629,0.0,1014.9,1000.5545,0.0,0.0,0.0,0.0,51800.0,-0.0,0.021408081,1.8826956,25.1485,23.77,23.87,4.32,14.534496,3.5762644,51.842735,110.55613,10.041354,5.8906136,6.4096174,3.0758414,19.998499,25.8485,30.5485,30.3985,0.057,0.07,0.1,0.119,0.148
