Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Solar Star 2,null,60,01/07/2014,Kern,CA,CISO
Indianapolis Motor Speedway Solar PV,null,9,01/07/2014,Marion,IN,MISO
Nick Solar,null,5,01/07/2014,Guilford,NC,CPLE
Summer Solar D2,null,1,01/07/2014,Los Angeles,CA,CISO
Cogenra - TEP,null,1,01/07/2014,Pima,AZ,TEPC
Copper Mountain Solar 3,null,26,01/07/2014,Clark,NV,LDWP
Spicewood Solar Farm LLC,null,5,01/07/2014,Moore,NC,CPLE
EDF Lancaster,null,4.5,01/07/2014,Worcester,MA,ISNE
West Pemberton,null,7,01/07/2014,Burlington,NJ,PJM
Farmersville,null,1.5,01/07/2014,Tulare,CA,CISO
Farmersville,null,1.5,01/07/2014,Tulare,CA,CISO
Farmersville,null,1.5,01/07/2014,Tulare,CA,CISO
Porterville 6 and 7,null,1.5,01/07/2014,Tulare,CA,CISO
Porterville 6 and 7,null,1.5,01/07/2014,Tulare,CA,CISO
Denver Intl Airport IV Solar,null,1.5,01/07/2014,Denver,CO,SWPP
Monson Solar,null,3,01/07/2014,Hampden,MA,ISNE
Clarendon Solar Farm,null,2,01/07/2014,Rutland,VT,ISNE
Claire Solar Farm,null,2.2,01/07/2014,Chittenden,VT,ISNE
IMPA Frankton Solar Park,null,1,01/07/2014,Madison,IN,PJM
"Hadley Solar NG, LLC",null,2.7,01/07/2014,Hampshire,MA,ISNE
"265 Pleasant Solar NG, LLC",null,1,01/07/2014,Worcester,MA,ISNE
Tisbury Landfill Solar,null,1.1,01/07/2014,Dukes,MA,ISNE
Charlotte Solar LLC VT,null,2,01/07/2014,Chittenden,VT,ISNE
DSH (CA) - Coalinga State Hospital,null,2,01/07/2014,Fresno,CA,CISO
CDCR (CA) - Pleasant Valley State Prison,null,1.2,01/07/2014,Fresno,CA,CISO
New Bedford (MA) Plymouth,null,4.3,01/07/2014,Plymouth,MA,ISNE
Upper Blackstone (MA) Treasure Valley,null,5,01/07/2014,Worcester,MA,ISNE
Oxford,null,2.8,01/07/2014,Worcester,MA,ISNE
Skidmore College,null,1.8,01/07/2014,Saratoga,NY,NYIS
Wayne Solar III LLC,null,5,01/07/2014,Wayne,NC,DUK
Wayne Solar II LLC,null,5,01/07/2014,Wayne,NC,DUK
Duplin Solar I LLC (160 Houston Lane),null,5,01/07/2014,Duplin,NC,DUK
Wayne Solar I LLC,null,5,01/07/2014,Wayne,NC,DUK
Stone Hill Solar CSG,null,2,01/07/2014,Bristol,MA,ISNE
"Desert Sunlight 300, LLC",null,25.2,01/06/2014,Riverside,CA,CISO
Kettering Solar 1,null,1,01/06/2014,Los Angeles,CA,CISO
Mile Farm,null,5,01/06/2014,Durham,NC,CPLE
"Desert Sunlight 250, LLC",null,13.9,01/06/2014,Riverside,CA,CISO
"Desert Sunlight 250, LLC",null,29,01/06/2014,Riverside,CA,CISO
Community Solar 1,null,5.7,01/06/2014,Imperial,CA,IID
Kettering Solar 2,null,1,01/06/2014,Los Angeles,CA,CISO
North Brookfield,null,3,01/06/2014,Worcester,MA,ISNE
Orion Solar II,null,8,01/06/2014,Kern,CA,CISO
Summer Solar A2,null,1.5,01/06/2014,Los Angeles,CA,CISO
Summer Solar B2,null,1.5,01/06/2014,Los Angeles,CA,CISO
Summer Solar C2,null,1.5,01/06/2014,Los Angeles,CA,CISO
"Arba Solar, LLC",null,0.5,01/06/2014,Greene,NC,DUK
"Arba Solar, LLC",null,0.5,01/06/2014,Greene,NC,DUK
"Arba Solar, LLC",null,0.5,01/06/2014,Greene,NC,DUK
"Arba Solar, LLC",null,0.5,01/06/2014,Greene,NC,DUK
Castalia Solar,null,2,01/06/2014,Nash,NC,CPLE
Sigmon Catawba Farm,null,5,01/06/2014,Catawba,NC,DUK
Copper Mountain Solar 3,null,27,01/06/2014,Clark,NV,LDWP
Cloverdale Solar I,null,1.5,01/06/2014,Sonoma,CA,CISO
Fairview Farms Solar,null,2,01/06/2014,Franklin,MA,ISNE
Chauncey Farm LLC,null,4.9,01/06/2014,Columbus,NC,CPLE
651 Chase Solar NG,null,2.5,01/06/2014,Worcester,MA,ISNE
Katama Farm,null,1,01/06/2014,Dukes,MA,ISNE
Nunnepog,null,1,01/06/2014,Dukes,MA,ISNE
Lepomis PV Energy LLC,null,4.5,01/06/2014,Plymouth,MA,ISNE
Division 1,null,1.5,01/06/2014,Los Angeles,CA,CISO
Division 2,null,1,01/06/2014,Los Angeles,CA,CISO
Division 3,null,1,01/06/2014,Los Angeles,CA,CISO
Springfield Solar 1 LLC,null,4.9,01/06/2014,Greene,MO,SWPP
Enerparc CA1 LLC,null,1.5,01/06/2014,San Benito,CA,CISO
Soluga Farms 1,null,5,01/06/2014,Sampson,NC,CPLE
Devens,null,3,01/06/2014,Middlesex,MA,ISNE
24 Applegate Solar LLC,null,2.6,01/06/2014,Mercer,NJ,PJM
Ayers Village Solar,null,2,01/06/2014,Essex,MA,ISNE
Anthony Wayne Solar #1,null,1.7,01/06/2014,Lucas,OH,PJM
Antares-GRE 314 East Lyme LLC,null,4,01/06/2014,New London,CT,ISNE
Chester Solar Farm,null,4.8,01/06/2014,Hampden,MA,ISNE
205 Sturbridge A,null,3,01/06/2014,Hampden,MA,ISNE
201 Sturbridge B,null,2,01/06/2014,Hampden,MA,ISNE
Southern Sky Renew Energy Berkley LLC,null,3,01/06/2014,Bristol,MA,ISNE
Hartford Landfill Solar EGF,null,1,01/06/2014,Hartford,CT,ISNE
Adobe Solar,null,20,01/05/2014,KERN,CA,CISO
Green Meadows,null,3.5,01/05/2014,Barnstable,MA,ISNE
Mass Midstate Solar 3,null,4,01/05/2014,Worcester,MA,ISNE
Mass Midstate Solar 2,null,5,01/05/2014,Worcester,MA,ISNE
Mass Midstate Solar 1,null,5,01/05/2014,Worcester,MA,ISNE
Heber Solar,null,10.9,01/05/2014,Imperial,CA,IID
Centinela Solar Energy,null,26.6,01/05/2014,Imperial,CA,CISO
Cottage Street Solar Facility,null,3.2,01/05/2014,Hampden,MA,ISNE
Tihonet Solar,null,1,01/05/2014,Plymouth,MA,ISNE
Rodeo Solar C2,null,1.5,01/05/2014,Los Angeles,CA,CISO
Rodeo Solar D2,null,1.5,01/05/2014,Los Angeles,CA,CISO
Expressway Solar A,null,2,01/05/2014,San Bernardino,CA,CISO
Expressway Solar B,null,2,01/05/2014,San Bernardino,CA,CISO
Storrie Lake Solar Project,null,1.5,01/05/2014,San Miguel,NM,PNM
Copper Mountain Solar 3,null,26,01/05/2014,Clark,NV,LDWP
Gardner Solar 1,null,2,01/05/2014,Worcester,MA,ISNE
Macho Springs,null,55,01/05/2014,Luna,NM,EPE
Snow Hill Solar 2 LLC,null,2,01/05/2014,Greene,NC,CPLE
Beverly,null,2,01/05/2014,Essex,MA,ISNE
IMPA Rensselaer Solar Park,null,1,01/05/2014,Jasper,IN,MISO
Imclone Solar Electric Facility,null,8,01/05/2014,Somerset,NJ,PJM
Stetson Road Solar - Barre I,null,2,01/05/2014,Worcester,MA,ISNE
Pittsgrove Solar,null,2,01/05/2014,Salem,NJ,PJM
Seabrook Solar Plant,null,1.5,01/04/2014,Cumberland,NJ,PJM
Seabrook Solar Plant,null,0.8,01/04/2014,Cumberland,NJ,PJM
Millbury Solar,null,3,01/04/2014,Worcester,MA,ISNE
New Bern Farm,null,5,01/04/2014,Craven,NC,CPLE
Roxboro Farm,null,5,01/04/2014,Person,NC,CPLE
Solar Star 1,null,64.5,01/04/2014,Kern,CA,CISO
Solar Star 2,null,52.5,01/04/2014,Kern,CA,CISO
Centinela Solar Energy,null,19,01/04/2014,Imperial,CA,CISO
Vintner Solar,null,1.5,01/04/2014,San Luis Obispo,CA,CISO
Kettleman Solar Project,null,1,01/04/2014,San Joaquin,CA,CISO
"Desert Sunlight 250, LLC",null,26.5,01/04/2014,Riverside,CA,CISO
Dartmouth,null,6.3,01/04/2014,Bristol,MA,ISNE
Orion Solar I,null,12,01/04/2014,Kern,CA,CISO
2127 Harris Solar Project,null,1.3,01/04/2014,Butte,CA,CISO
2097 Helton Solar Project,null,1.5,01/04/2014,Merced,CA,CISO
Walpole Solar 2,null,2.4,01/04/2014,Norfolk,MA,ISNE
Rockville Solar I LLC,null,2.8,01/04/2014,Marion,IN,MISO
Moncure Farm LLC,null,3,01/04/2014,Chatham,NC,CPLE
Kinston,null,2,01/04/2014,Lenoir,NC,CPLE
Browne Solar LLC,null,1,01/04/2014,Hampden,MA,ISNE
Indian Hill Solar LLC,null,1,01/04/2014,Hampden,MA,ISNE
State Street Solar LLC,null,1,01/04/2014,Hampden,MA,ISNE
Westborough Solar LLC,null,1.8,01/04/2014,Worcester,MA,ISNE
Winchendon Solar,null,1.9,01/04/2014,Worcester,MA,ISNE
Barre II Solar Project,null,1.5,01/04/2014,Worcester,MA,ISNE
Concord Solar Farm,null,1.5,01/04/2014,Middlesex,MA,ISNE
Emmitsburg Solar Arrays,null,1.7,01/04/2014,Frederick,MD,PJM
Century Drive Solar Farm,null,1,01/04/2014,Wake,NC,CPLE
USG 1,null,1,01/04/2014,Imperial,CA,IID
San Diego State University,null,0.1,01/03/2014,San Diego,CA,CISO
"Imperial Valley Solar, LLC",null,34.3,01/03/2014,Imperial,CA,CISO
Genesis Solar Energy Project,null,125,01/03/2014,Riverside,CA,CISO
Solar Star 1,null,39,01/03/2014,Kern,CA,CISO
Solar Star 2,null,19.5,01/03/2014,Kern,CA,CISO
"OCI Alamo 2, LLC",null,4.4,01/03/2014,Bexar,TX,ERCO
Maywood Photovoltaic Project,null,8,01/03/2014,Marion,IN,MISO
Shasta Solar Farm,null,1.5,01/03/2014,Shasta,CA,CISO
Shasta Solar Farm,null,1.5,01/03/2014,Shasta,CA,CISO
Butler Solar Power Project,null,2.8,01/03/2014,Bates,MO,SWPP
Rio Rico Solar,null,6,01/03/2014,Santa Cruz,AZ,TEPC
Martin Creek Farm LLC,null,3,01/03/2014,Vance,NC,CPLE
Daniel Farm LLC,null,5,01/03/2014,Davie,NC,DUK
East Wayne Solar LLC,null,2,01/03/2014,Wayne,NC,CPLE
Franklin Solar 2,null,2,01/03/2014,Franklin,NC,CPLE
Oregon University System Rabbit Field,null,1.2,01/03/2014,Benton,OR,PACW
Little Bay,null,1.3,01/03/2014,Providence,RI,ISNE
Gloucester Community College Solar,null,2.3,01/03/2014,Gloucester,NJ,PJM
Grand Prix Solar,null,1.6,01/03/2014,Westchester,NY,NYIS
Agua Caliente Solar Project,null,121,01/02/2014,Yuma,AZ,CISO
Exeter Solar,null,1,01/02/2014,Tulare,CA,CISO
Exeter Solar,null,1,01/02/2014,Tulare,CA,CISO
Exeter Solar,null,1.5,01/02/2014,Tulare,CA,CISO
Bear Creek Solar,null,1.5,01/02/2014,San Joaquin,CA,CISO
Westlands Solar PV Farm,null,18,01/02/2014,Fresno,CA,CISO
Washington Airport Solar LLC,null,5,01/02/2014,Beaufort,NC,CPLE
2081 Terzian Solar Project,null,1.2,01/02/2014,Fresno,CA,CISO
Las Virgenes Municipal Water District,null,1,01/02/2014,Los Angeles,CA,CISO
Topaz Solar Farm,null,102.1,01/01/2014,San Luis Obispo,CA,CISO
Ivanhoe Solar,null,1.5,01/01/2014,Tulare,CA,CISO
Ivanhoe Solar,null,0.5,01/01/2014,Tulare,CA,CISO
Ivanhoe Solar,null,1.5,01/01/2014,Tulare,CA,CISO
Lindsay Solar,null,1.5,01/01/2014,Tulare,CA,CISO
Lindsay Solar,null,1.5,01/01/2014,Tulare,CA,CISO
Lindsay Solar,null,1,01/01/2014,Tulare,CA,CISO
Porterville Solar,null,1,01/01/2014,Tulare,CA,CISO
Porterville Solar,null,1,01/01/2014,Tulare,CA,CISO
Porterville Solar,null,1.5,01/01/2014,Tulare,CA,CISO
Maynard PV,null,1,01/01/2014,Middlesex,MA,ISNE
Southbridge PV,null,3,01/01/2014,Worcester,MA,ISNE
Rutan,null,1.5,01/01/2014,Los Angeles,CA,CISO
Rutan,null,1.5,01/01/2014,Los Angeles,CA,CISO
Rutan,null,1,01/01/2014,Los Angeles,CA,CISO
RE Rosamond One LLC,null,20,01/01/2014,Kern,CA,CISO
RE Rosamond Two LLC,null,20,01/01/2014,Kern,CA,CISO
RE Columbia 3 LLC,null,10,01/01/2014,Kern,CA,CISO
"Desert Sunlight 250, LLC",null,39.1,01/01/2014,Riverside,CA,CISO
Mountain View Solar,null,20,01/01/2014,Clark,NV,NEVP
Cascade Solar,null,18.5,01/01/2014,San Bernardino,CA,CISO
Tulare 1 and 2,null,1.5,01/01/2014,Tulare,CA,CISO
Tulare 1 and 2,null,1.5,01/01/2014,Tulare,CA,CISO
Kalaeloa Renewable Energy Park,null,5,01/01/2014,Honolulu,HI,null
Oregon University System OIT Klamath Fal,null,1.7,01/01/2014,Klamath,OR,PACW
G&S Wantage Solar LLC,null,8.5,01/01/2014,Sussex,NJ,PJM
Davis Monthan AFB (AZ) West Airfield,null,12.6,01/01/2014,Pima,AZ,TEPC
Corcoran,null,1.1,01/01/2014,Kings,CA,CISO
"Imperial Valley Solar, LLC",null,64.6,01/12/2013,Imperial,CA,CISO
Ivanpah 2,null,133.4,01/12/2013,San Bernardino,CA,CISO
Ivanpah 1,null,126,01/12/2013,San Bernardino,CA,CISO
Ivanpah 3,null,133.4,01/12/2013,San Bernardino,CA,CISO
Foothills Solar Plant Hybrid,null,20,01/12/2013,Yuma,AZ,AZPS
RE Victor Phelan Solar One LLC,null,20,01/12/2013,San Bernardino,CA,CISO
Kingsburg Solar,null,1.5,01/12/2013,Tulare,CA,CISO
Kingsburg Solar,null,1.5,01/12/2013,Tulare,CA,CISO
Kingsburg Solar,null,0.7,01/12/2013,Tulare,CA,CISO
Moore Solar Farm,null,5,01/12/2013,Rockingham,NC,DUK
Yanceyville Farm,null,5,01/12/2013,Caswell,NC,CPLE
Quittacas Pond Solar,null,3.5,01/12/2013,Plymouth,MA,ISNE
Hyder II Hybrid,null,14,01/12/2013,Yuma,AZ,AZPS
Marshfield PV,null,3,01/12/2013,Plymouth,MA,ISNE
Centinela Solar Energy,null,34.2,01/12/2013,Imperial,CA,CISO
Watts 3115,null,0.5,01/12/2013,San Bernardino,CA,CISO
"Azalea Solar, LLC",null,7.7,01/12/2013,Washington,GA,SOCO
RE Rio Grande Solar LLC,null,5,01/12/2013,Kern,CA,CISO
RE Gillespie 1 LLC,null,15,01/12/2013,Maricopa,AZ,AZPS
Desert Hot Springs Solar,null,2.3,01/12/2013,Riverside,CA,CISO
Otero Solar,null,8,01/12/2013,Otero,NM,PNM
OCI Alamo Solar I Hybrid,null,40.7,01/12/2013,Bexar,TX,ERCO
"Desert Sunlight 250, LLC",null,39.1,01/12/2013,Riverside,CA,CISO
"Indy Solar I, LLC",null,10,01/12/2013,Marion,IN,MISO
"Indy Solar III, LLC",null,8.6,01/12/2013,Marion,IN,MISO
"Somers Solar Center, LLC",null,5,01/12/2013,Tolland,CT,ISNE
"Indy Solar II, LLC",null,10.1,01/12/2013,Marion,IN,MISO
Merrimac Solar,null,1.5,01/12/2013,Essex,MA,ISNE
Frenchtown III Solar,null,7.9,01/12/2013,Hunterdon,NJ,PJM
Lakeland Solar Energy LLC,null,0.9,01/12/2013,Lanier,GA,SOCO
Lakeland Solar Energy LLC,null,0.9,01/12/2013,Lanier,GA,SOCO
Sonora 1,null,1.5,01/12/2013,Tuolumne,CA,CISO
Oltmans SCE at Champagne,null,1,01/12/2013,San Bernardino,CA,CISO
Oltmans SCE at Jurupa,null,1.5,01/12/2013,San Bernardino,CA,CISO
Forbes Street Solar,null,3,01/12/2013,Providence,RI,ISNE
Industry Solar Power Generation Station,null,1.5,01/12/2013,San Bernardino,CA,CISO
Navajo Solar Power Generation Station 1,null,1.5,01/12/2013,San Bernardino,CA,CISO
Powhatan Solar Power Generation Station,null,1.5,01/12/2013,San Bernardino,CA,CISO
Otoe Solar Power Generation Station 1 LL,null,1.5,01/12/2013,San Bernardino,CA,CISO
Queen Anne's County,null,2,01/12/2013,Queen Annes,MD,PJM
Colleton Solar Farm,null,2.5,01/12/2013,Colleton,SC,SC
Pamlico Partners Solar,null,5,01/12/2013,Beaufort,NC,CPLE
Sudbury Landfill,null,0.5,01/12/2013,Middlesex,MA,ISNE
Sudbury Landfill,null,0.3,01/12/2013,Middlesex,MA,ISNE
Sudbury Landfill,null,0.5,01/12/2013,Middlesex,MA,ISNE
"Washington Millfield Solar, LLC",null,5,01/12/2013,Beaufort,NC,CPLE
McKenzie Farm,null,5,01/12/2013,Columbus,NC,CPLE
Angier Farm,null,5,01/12/2013,Harnett,NC,CPLE
Duplin Solar LLC,null,5,01/12/2013,Duplin,NC,DUK
North Carolina Solar III LLC,null,4.9,01/12/2013,Scotland,NC,DUK
Camp Solar Plant,null,2.4,01/12/2013,Meriwether,GA,SOCO
Valley Center 1,null,2.5,01/12/2013,San Diego,CA,CISO
Valley Center 2,null,5,01/12/2013,San Diego,CA,CISO
Ramona 1,null,2,01/12/2013,San Diego,CA,CISO
Ramona 2,null,5,01/12/2013,San Diego,CA,CISO
"Integrys MA Solar, LLC - Ashburnham Site",null,2.6,01/12/2013,Worcester,MA,ISNE
"Integrys MA Solar, LLC - Ashburnham Site",null,0.3,01/12/2013,Worcester,MA,ISNE
Bolton PV,null,4.9,01/12/2013,Worcester,MA,ISNE
Stow PV,null,2,01/12/2013,Middlesex,MA,ISNE
Rehoboth Solar,null,2,01/12/2013,Bristol,MA,ISNE
Chicopee Solar,null,3,01/12/2013,Hampden,MA,ISNE
Battleground,null,3.5,01/12/2013,Cleveland,NC,DUK
Beulaville,null,2,01/12/2013,Duplin,NC,DUK
Ellerbe,null,2,01/12/2013,Richmond,NC,DUK
West Davisville Solar,null,2,01/12/2013,Washington,RI,ISNE
Wallace,null,2,01/12/2013,Duplin,NC,DUK
Kenansville,null,2,01/12/2013,Duplin,NC,DUK
Fairmont-FLS 100,null,4,01/12/2013,Robeson,NC,DUK
Rockland Solar CSG,null,2,01/12/2013,Plymouth,MA,ISNE
Berry Plastics Solar,null,9.8,01/12/2013,Warren,NJ,PJM
Warsaw I,null,2,01/12/2013,Duplin,NC,DUK
Warsaw II,null,2,01/12/2013,Duplin,NC,DUK
Franklin 2,null,4,01/12/2013,Norfolk,MA,ISNE
Reeves South,null,1,01/12/2013,Burlington,NJ,PJM
St. Albans SPEED Project,null,2,01/12/2013,Franklin,VT,ISNE
CBC Solar Energy Gen Fac Phase 2,null,2.5,01/12/2013,Wake,NC,CPLE
KS Solar Six LLC,null,2,01/12/2013,Worcester,MA,ISNE
Acton Solar Landfill,null,1.5,01/12/2013,Middlesex,MA,ISNE
Leominster (MA)-South Street-R&D,null,2.9,01/12/2013,Middlesex,MA,ISNE
Jefferson Solar Park,null,1,01/12/2013,Jefferson,WI,MISO
Palmer Solar LLC,null,2.5,01/12/2013,Hampden,MA,ISNE
Lowell Solar Landfill,null,1.3,01/12/2013,Middlesex,MA,ISNE
E&B Resources,null,1,01/12/2013,Kern,CA,CISO
Limerick Road Solar Farm,null,2.2,01/12/2013,Chittenden,VT,ISNE
Morin Solar 2013 LLC,null,4,01/12/2013,Worcester,MA,ISNE
Brookfield Solar 2013 LLC,null,2,01/12/2013,Worcester,MA,ISNE
Freeze Solar,null,1.5,01/12/2013,Middlesex,NJ,PJM
Timber Creek HS,null,1.3,01/12/2013,Camden,NJ,PJM
South Atlantic Services Solar Farm I,null,1.6,01/12/2013,New Hanover,NC,DUK
Prudential 80 Livingston Roseland Solar,null,1.7,01/12/2013,Essex,NJ,PJM
CDCR (CA) - Solano State Prison,null,1.1,01/12/2013,Solano,CA,CISO
CDCR (CA) - Corcoran State Prison,null,5,01/12/2013,Kings,CA,CISO
CDCR (CA) - Wasco State Prison,null,1.5,01/12/2013,Kern,CA,CISO
Ravenbrook,null,5,01/12/2013,Plymouth,MA,ISNE
Broadway 2 - Tucson Phase II,null,3,01/12/2013,Pima,AZ,TEPC
AZ State University - Tempe Campus Solar,Unable to find,0.2,01/12/2013,Maricopa,AZ,AZPS
AZ State University - Tempe Campus Solar,Unable to find,0.1,01/12/2013,Maricopa,AZ,AZPS
AZ State University - Tempe Campus Solar,Unable to find,0.2,01/12/2013,Maricopa,AZ,AZPS
AZ State University - Tempe Campus Solar,Unable to find,0.1,01/12/2013,Maricopa,AZ,AZPS
"Imperial Valley Solar, LLC",null,101,01/11/2013,Imperial,CA,CISO
RMQ 1 and 2,null,2.5,01/11/2013,Edgecombe,NC,PJM
Genesis Solar Energy Project,null,125,01/11/2013,Riverside,CA,CISO
Imperial Solar Energy Center South,null,128.9,01/11/2013,Imperial,CA,CISO
Deming Solar Energy Center,null,4,01/11/2013,Luna,NM,PNM
"Desert Sunlight 300, LLC",null,40.3,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 300, LLC",null,30.2,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 300, LLC",null,20.2,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 300, LLC",null,40.3,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 300, LLC",null,40.3,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 300, LLC",null,30.2,01/11/2013,Riverside,CA,CISO
Badger 1,null,14.8,01/11/2013,Maricopa,AZ,AZPS
IND Community Solar Farm 1st Phase,null,10,01/11/2013,Marion,IN,MISO
"Desert Sunlight 250, LLC",null,22.7,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 250, LLC",null,29,01/11/2013,Riverside,CA,CISO
"Desert Sunlight 250, LLC",null,25.2,01/11/2013,Riverside,CA,CISO
Sue Cleveland High School,null,1,01/11/2013,Sandoval,NM,PNM
Rio Rancho High School,null,1,01/11/2013,Sandoval,NM,PNM
Simon Solar Farm LLC,null,30,01/11/2013,Walton,GA,SOCO
Nash 58 Farm,null,5,01/11/2013,Nash,NC,CPLE
Pate Farm,null,5,01/11/2013,Robeson,NC,CPLE
Wagstaff Farm 1,null,5,01/11/2013,Person,NC,CPLE
Waco Farm,null,5,01/11/2013,Cleveland,NC,DUK
Garrell Solar Farm,null,5,01/11/2013,Columbus,NC,CPLE
County College of Morris,null,2.9,01/11/2013,Morris,NJ,PJM
Camilla Solar Plant,null,16,01/11/2013,Mitchell,GA,SOCO
Bailey Farm LLC,null,5,01/11/2013,Nash,NC,CPLE
Franklin 1,null,3,01/11/2013,Norfolk,MA,ISNE
Brockelman,null,3,01/11/2013,Worcester,MA,ISNE
Eubank Landfill Solar Array,null,2,01/11/2013,Bernalillo,NM,PNM
Vulcraft Solar,null,1.6,01/11/2013,Chemung,NY,NYIS
ACCC Mays Landing,null,1.4,01/11/2013,Atlantic,NJ,PJM
Solana Generating Station,null,140,01/10/2013,Maricopa,AZ,AZPS
Solana Generating Station,null,140,01/10/2013,Maricopa,AZ,AZPS
California Valley Solar Ranch,null,32.3,01/10/2013,San Luis Obispo,CA,CISO
California Valley Solar Ranch,null,70,01/10/2013,San Luis Obispo,CA,CISO
Los Lunas Solar Energy Center,null,2,01/10/2013,Valencia,NM,PNM
Marshville Farm,null,5,01/10/2013,Union,NC,DUK
Bellingham PV,null,3,01/10/2013,Worcester,MA,ISNE
Centinela Solar Energy,null,34.2,01/10/2013,Imperial,CA,CISO
Ma,null,1.5,01/10/2013,Los Angeles,CA,CISO
Horn,null,1.5,01/10/2013,Los Angeles,CA,CISO
Campo Verde Solar,null,147.4,01/10/2013,Imperial,CA,CISO
Manzano Solar,null,8.4,01/10/2013,Valencia,NM,PNM
Owens Corning at Bethlehem,null,2,01/10/2013,Albany,NY,NYIS
Sol Orchard El Centro PV,null,20,01/10/2013,Imperial,CA,IID
Apple Data Center - PV2,null,20,01/10/2013,Catawba,NC,DUK
JMB Mcguire-Dix-Lakehurst Solar Project,null,11.4,01/10/2013,Burlington,NJ,PJM
Bladenboro Farm,null,5,01/10/2013,Bladen,NC,CPLE
Scituate PV,null,2.5,01/10/2013,Plymouth,MA,ISNE
Easton Landfill,null,1.6,01/10/2013,Bristol,MA,ISNE
Plymouth Site 1,null,4,01/10/2013,Plymouth,MA,ISNE
Grafton Solar,null,1.5,01/10/2013,Worcester,MA,ISNE
Adams Farm Solar,null,3,01/10/2013,Worcester,MA,ISNE
Valdosta,null,1,01/10/2013,Lowndes,GA,SOCO
Nextsun Energy Littleton,null,3.8,01/10/2013,Middlesex,MA,ISNE
MLH 2,null,1,01/10/2013,Alachua,FL,GVL
MLH 3,null,1,01/10/2013,Alachua,FL,GVL
University of California Santa Cruz,null,0.2,01/09/2013,Santa Cruz,CA,CISO
White Cross Farm,null,5,01/09/2013,Orange,NC,DUK
WC Landfill Energy LLC,null,1,01/09/2013,Warren,NJ,PJM
Haynes Farm,null,5,01/09/2013,Lincoln,NC,DUK
Moorings Farm,null,5,01/09/2013,Wayne,NC,CPLE
McCallum Farm,null,5,01/09/2013,Robeson,NC,CPLE
Maryland Solar,null,27,01/09/2013,Washington,MD,PJM
Arrache 8083,null,1.5,01/09/2013,Los Angeles,CA,CISO
Arrache 8083,null,1.5,01/09/2013,Los Angeles,CA,CISO
Arrache 8083,null,1,01/09/2013,Los Angeles,CA,CISO
Spectrum Solar PV Power Project,null,30.2,01/09/2013,Clark,NV,NEVP
Sheldon Solar,null,2.3,01/09/2013,Franklin,VT,ISNE
Mercer County Community College,null,7.5,01/09/2013,Mercer,NJ,PJM
Patriots Stadium,null,1,01/09/2013,Somerset,NJ,PJM
Open View Solar Farm,null,2,01/09/2013,Addison,VT,ISNE
CSD 2 - Heritage High,null,1.3,01/09/2013,Contra Costa,CA,CISO
Hunt Farm Solar,null,3,01/09/2013,Franklin,MA,ISNE
Presbyterian Senior Living Service,null,1,01/09/2013,Baltimore,MD,PJM
WYM 1250 Palmer LLC,null,1,01/09/2013,Hampden,MA,ISNE
Arlington Valley Solar Energy II,null,26,01/08/2013,Maricopa,AZ,AZPS
Arlington Valley Solar Energy II,null,28,01/08/2013,Maricopa,AZ,AZPS
