Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Elk Wind Farm,null,40.8,01/12/2011,Delaware,IA,MISO
Blue Creek Wind Project,null,302,01/12/2011,Van Wert,OH,PJM
Laurel Wind Farm,null,123.4,01/12/2011,Marshall,IA,MISO
Rolling Hills Wind Farm,null,484.2,01/12/2011,Cass,IA,MISO
Trinity Hills,null,198,01/12/2011,Young,TX,ERCO
Shiloh III Wind Project LLC,null,102.5,01/12/2011,Solano,CA,CISO
Pinnacle Wind Force LLC,null,53.7,01/12/2011,Mineral,WV,PJM
New Harvest Wind Project LLC,null,100,01/12/2011,Crawford,IA,MISO
Blue Canyon Windpower VI LLC,null,99.8,01/12/2011,Caddo,OK,SWPP
"Pioneer Trail Wind Farm, LLC",null,150.4,01/12/2011,Iroquois,IL,MISO
Vasco Winds,null,78.2,01/12/2011,Contra Costa,CA,CISO
Power County Wind Park South,null,22.5,01/12/2011,Power,ID,PACE
Power County Wind Park North,null,22.5,01/12/2011,Power,ID,PACE
Rockland Wind Farm,null,79.2,01/12/2011,Power,ID,IPCO
Foundation IE,null,1,01/12/2011,San Bernardino,CA,CISO
Lime Wind,null,3,01/12/2011,Baker,OR,IPCO
GL Wind,null,2.5,01/12/2011,Winona,MN,MISO
GL Wind,null,2.5,01/12/2011,Winona,MN,MISO
Howard Wind Farm,null,51.3,01/12/2011,Steuben,NY,NYIS
Spruce Mountain WInd,null,20,01/12/2011,Oxford,ME,ISNE
Harbec Energy,null,0.9,01/12/2011,Wayne,NY,NYIS
MA Military Reservation Wind Project,null,1.5,01/11/2011,Barnstable,MA,ISNE
MA Military Reservation Wind Project,null,1.5,01/11/2011,Barnstable,MA,ISNE
Sherbino II,null,132,01/11/2011,Pecos,TX,ERCO
Gratiot Wind Park,null,102,01/11/2011,Gratiot,MI,MISO
Oak Glen Wind Farm,null,44,01/11/2011,Steele,MN,MISO
TPW Petersburg,null,40.5,01/11/2011,Boone,NE,SWPP
Foundation AB,null,1.5,01/11/2011,Solano,CA,CISO
Macho Springs Power I,null,50.4,01/11/2011,Luna,NM,EPE
"Minco Wind II, LLC",null,100.8,01/11/2011,Grady,OK,SWPP
Buffalo Center Wind LLC,null,1.5,01/11/2011,Mitchell,IA,MISO
NLMU Wind,null,1.5,01/11/2011,Henry,IA,MISO
Sand Point,null,0.5,01/10/2011,Aleutians East,AK,null
Sand Point,null,0.5,01/10/2011,Aleutians East,AK,null
Sheffield Wind,null,40,01/10/2011,Caledonia,VT,ISNE
Carleton College,null,1.6,01/10/2011,Rice,MN,MISO
Lakefield Wind Project LLC,null,205.5,01/10/2011,Jackson,MN,MISO
Settlers Trail Wind Farm LLC,null,150.4,01/10/2011,Iroquois,IL,MISO
Winona County Wind LLC,null,1.5,01/10/2011,Winona,MN,MISO
Sawtooth Wind Project,null,22.4,01/10/2011,Elmore,ID,IPCO
Eolos Wind Energy Research Field Station,null,2.5,01/10/2011,Dakota,MN,MISO
Charlestown Wind Turbine,null,1.5,01/10/2011,Suffolk,MA,ISNE
Luther College Wind Project,null,1.6,01/10/2011,Winneshiek,IA,MISO
Brown County Wind Turbine,null,1.5,01/09/2011,Brown,IL,MISO
Kingman 1,null,10,01/09/2011,Mohave,AZ,AZPS
Golden Spread Panhandle Wnd Rch,null,78.2,01/09/2011,Oldham,TX,SWPP
Windwalkers LLC,null,1.6,01/09/2011,Worth,IA,MISO
Roeder Family Wind Farm LLC,null,1.6,01/09/2011,Worth,IA,MISO
Pomeroy Wind Farm,null,29.9,01/08/2011,Pocahontas,IA,MISO
Roth Rock Wind Farm LLC,null,40,01/08/2011,Garrett,MD,PJM
"Roth Rock North Wind Farm, LLC",null,10,01/08/2011,Garrett,MD,PJM
Laurel Mountain Hybrid,null,97.6,01/08/2011,Barbour,WV,PJM
Rollins Wind Project,null,60,01/07/2011,Penobscot,ME,ISNE
Taloga Wind LLC,null,130,01/07/2011,Dewey,OK,SWPP
Valley View Transmission LLC,null,10,01/07/2011,Murray,MN,MISO
Ralls Wind Farm,null,10,01/07/2011,Crosby,TX,SWPP
LE Wind Turbine 1,null,2.5,01/07/2011,Cuyahoga,OH,PJM
Paulding Wind Farm II,null,99,01/07/2011,Paulding,OH,PJM
Springview,null,1.5,01/06/2011,Keya Paha,NE,SWPP
Springview,null,1.5,01/06/2011,Keya Paha,NE,SWPP
White Oak Energy LLC,null,150,01/06/2011,McLean,IL,MISO
Foundation ST,null,2,01/06/2011,San Joaquin,CA,CISO
UMM Wind Turbine,null,1.7,01/06/2011,Stevens,MN,MISO
Milford Wind Corridor Stage II LLC,null,102,01/05/2011,Beaver,UT,LDWP
Cedar Point Wind,null,252,01/05/2011,Lincoln,CO,PSCO
Community Wind North LLC,null,30,01/05/2011,Lincoln,MN,MISO
Berkshire Wind Power Project,null,15,01/05/2011,Berkshire,MA,ISNE
Ipswich Wind Turbine,null,1.6,01/05/2011,Essex,MA,ISNE
Salmon Falls Wind Park,null,21,01/04/2011,Twin Falls,ID,IPCO
Alta Wind Energy Center IV,null,102,01/04/2011,Kern,CA,CISO
Alta Wind Energy Center V,null,168,01/04/2011,Kern,CA,CISO
Kahuku Wind Power LLC,null,30,01/03/2011,Honolulu,HI,null
Cedar Creek II,null,248.3,01/03/2011,Weld,CO,PSCO
Juniper Canyon I Wind Project,null,151.2,01/03/2011,Klickitat,WA,AVRN
Leaning Juniper Wind Power II,null,199.2,01/03/2011,Gilliam,OR,AVRN
Adams Wind Generations LLC,null,20,01/03/2011,Meeker,MN,MISO
Danielson Wind Farms LLC,null,20,01/03/2011,Meeker,MN,MISO
Mt Wachusett Community College,null,1.7,01/03/2011,Worcester,MA,ISNE
Mt Wachusett Community College,null,1.7,01/03/2011,Worcester,MA,ISNE
Burley Butte Windpark,null,21.3,01/02/2011,Cassia,ID,IPCO
Milner Dam Wind Park LLC,null,19.5,01/02/2011,Cassia,ID,IPCO
Prairie Winds SD1,null,150,01/02/2011,Jerauld,SD,SWPP
Prairie Winds SD1,null,10.5,01/02/2011,Jerauld,SD,SWPP
Prairie Winds SD1,null,1.5,01/02/2011,Jerauld,SD,SWPP
Big Sky Wind LLC,null,239.4,01/02/2011,Bureau,IL,PJM
Bent Tree Wind Farm Phase 1,null,201.3,01/02/2011,Freeborn,MN,MISO
Laredo Ridge Wind LLC,null,79.9,01/02/2011,Boone,NE,SWPP
Alta Wind Energy Center III,null,150,01/02/2011,Kern,CA,CISO
Golden Valley Wind Park LLC,null,12,01/01/2011,Cassia,ID,IPCO
Oregon Trail Wind Park,null,13.5,01/01/2011,Twin Falls,ID,IPCO
Pilgrim Stage Wind Park,null,10.5,01/01/2011,Twin Falls,ID,IPCO
Thousand Springs Wind Park,null,12,01/01/2011,Twin Falls,ID,IPCO
Tuana Gulch Wind Park,null,10.5,01/01/2011,Twin Falls,ID,IPCO
PPL Frey Farm Landfill Wind,null,3.2,01/01/2011,Lancaster,PA,PJM
Alta Wind Energy Center I,null,150,01/01/2011,Kern,CA,CISO
Hardscrabble Wind Power LLC,null,74,01/01/2011,Herkimer,NY,NYIS
Alta Wind Energy Center II,null,150,01/01/2011,Kern,CA,CISO
Big Horn Wind II,null,50,01/01/2011,Klickitat,WA,AVRN
Ridgewind,null,25.3,01/01/2011,Pipestone,MN,MISO
Criterion,null,70,01/12/2010,GARRETT,MD,PJM
Spearville,null,48,01/12/2010,Ford,KS,SWPP
Hatchet Ridge Wind Project,null,101.2,01/12/2010,Shasta,CA,CISO
Bison I Wind Energy Center,null,36.8,01/12/2010,Morton,ND,MISO
Nobles Wind Project,null,201,01/12/2010,Nobles,MN,MISO
Payne's Ferry,null,21,01/12/2010,Twin Falls,ID,IPCO
Camp Reed,null,22.5,01/12/2010,Elmore,ID,IPCO
Yahoo Creek,null,21,01/12/2010,Twin Falls,ID,IPCO
Papalote Creek II LLC,null,200.1,01/12/2010,San Patricio,TX,ERCO
Cedro Hill Wind LLC,null,150,01/12/2010,Webb,TX,ERCO
Cedro Hill Wind LLC,null,150,01/12/2010,Webb,TX,ERCO
Flat Water Wind Farm LLC,null,60,01/12/2010,Richardson,NE,SWPP
Elk City LLC,null,99.2,01/12/2010,Roger Mills,OK,SWPP
Baldwin Wind LLC,null,102.4,01/12/2010,Burleigh,ND,MISO
Red Mesa Wind LLC,null,102.4,01/12/2010,Sandoval,NM,PNM
Keenan II Renewable Energy Co LLC,null,151.8,01/12/2010,Woodward,OK,SWPP
"Poseidon Wind, LLC",null,65.1,01/12/2010,Navajo,AZ,AZPS
Ashtabula Wind III LLC,null,62.4,01/12/2010,Barnes,ND,MISO
Buffalo Ridge II LLC,null,210,01/12/2010,Brookings,SD,MISO
PaTu Wind Farm LLC,null,9,01/12/2010,Sherman,OR,BPAT
"Minco Wind I, LLC",null,99.2,01/12/2010,Grady,OK,SWPP
Elm Creek Wind II LLC,null,148.8,01/12/2010,Martin,MN,MISO
Sagebrush Power Partners,null,100.7,01/11/2010,Kittitas,WA,BPAT
FPL Energy Montezuma Winds LLC,null,36.8,01/11/2010,Solano,CA,CISO
Kit Carson Windpower,null,51,01/11/2010,Kit Carson,CO,WACM
Shirley Wind,null,20,01/11/2010,Brown,WI,MISO
Dunlap,null,129.5,01/10/2010,Carbon,WY,PACE
Kibby Wind Facility,null,66,01/10/2010,Franklin,ME,ISNE
Meadow Lake Wind Farm IV,null,105.7,01/10/2010,White,IN,PJM
Vantage Wind Energy LLC,null,90,01/10/2010,Kittitas,WA,PSEI
Little Pringle I Wind Farm,null,10,01/10/2010,Hutchinson,TX,SWPP
Little Pringle II Wind Farm,null,10,01/10/2010,Hutchinson,TX,SWPP
Top of the World Windpower Project,null,200,01/10/2010,Converse,WY,PACE
Teichert Materials-Teichert Vernalis,null,1,01/10/2010,San Joaquin,CA,CISO
Wolverine,null,1.5,01/10/2010,Adair,IA,MISO
Bulldog,null,1.5,01/10/2010,Adair,IA,MISO
Story City Wind Project,null,1.5,01/10/2010,Story,IA,MISO
Traer Wind Project,null,1.5,01/10/2010,Tama,IA,MISO
Meadow Lake Wind Farm III LLC,null,103.5,01/09/2010,White,IN,PJM
Goshen Phase II,null,124.5,01/09/2010,Bonneville,ID,PACE
Biglow Canyon Wind Farm,null,161,01/08/2010,Sherman,OR,PGE
Meadow Lake Wind Farm II LLC,null,102.3,01/08/2010,White,IN,PJM
Blackstone Wind Farm II LLC,null,200,01/08/2010,Livingston,IL,PJM
Grant County Wind LLC,null,21,01/08/2010,Grant,MN,MISO
University of Delaware Wind Turbine,null,2,01/07/2010,Sussex,DE,PJM
Notus Wind 1,null,1.7,01/07/2010,Barnstable,MA,ISNE
Tooele Army Depot(CSG),Unable to find,1.5,01/07/2010,Tooele,UT,PACE
Cedar Hills Wind Farm,null,19.5,01/06/2010,Bowman,ND,MISO
Linden Wind Energy Project,null,50,01/06/2010,Klickitat,WA,BPAT
Coastal Energy Project,null,6,01/06/2010,Grays Harbor,WA,BPAT
Tuana Springs,null,16.8,01/05/2010,Twin Falls,ID,IPCO
Lost Creek Wind Energy Facility,null,168,01/05/2010,DeKalb,MO,AECI
Day County Wind LLC,null,99,01/04/2010,Day,SD,SWPP
"Vestas Towers America, Inc.",null,1.8,01/04/2010,Pueblo,CO,WACM
Stetson Wind II,null,25.5,01/03/2010,Washington,ME,ISNE
Streator Cayuga Ridge South,null,300,01/03/2010,Livingston,IL,PJM
Penascal II Wind Project LLC,null,201.6,01/03/2010,Kenedy,TX,ERCO
Star Point Wind Project LLC,null,98.7,01/02/2010,Sherman,OR,AVRN
Greensburg,null,12.5,01/02/2010,Kiowa,KS,SWPP
Princeton Wind Farm,null,3,01/01/2010,Worcester,MA,ISNE
Eurus Combine Hills Turbine Ranch 2,null,66.1,01/01/2010,Umatilla,OR,BPAT
Beech Ridge Energy LLC,null,100.5,01/01/2010,Greenbrier,WV,PJM
Uilk Wind LLC,null,1.5,01/01/2010,Pipestone,MN,MISO
Uilk Wind LLC,null,1.5,01/01/2010,Pipestone,MN,MISO
Uilk Wind LLC,null,1.5,01/01/2010,Pipestone,MN,MISO
Osage (IA),null,1.6,01/12/2009,Mitchell,IA,MISO
Minot Wind Project,null,4.5,01/12/2009,Ward,ND,SWPP
Whispering Willow Wind Farm - East,null,199.7,01/12/2009,Franklin,IA,MISO
Prairie Winds ND1,null,115.5,01/12/2009,Ward,ND,SWPP
Fowler Ridge Wind Farm LLC,null,200,01/12/2009,Benton,IN,PJM
Crane Creek Wind Energy Center,null,99,01/12/2009,Howard,IA,MISO
Grand Ridge Wind Energy Center,null,51,01/12/2009,LaSalle,IL,PJM
Grand Ridge Wind Energy Center,null,49.5,01/12/2009,LaSalle,IL,PJM
Grand Ridge Wind Energy Center,null,10.5,01/12/2009,LaSalle,IL,PJM
Armenia Mountain Wind Farm,null,100.5,01/12/2009,Tioga,PA,PJM
Campbell Hill Windpower,null,99,01/12/2009,Converse,WY,PACE
Casper Wind Farm,null,17,01/12/2009,Natrona,WY,PACE
Rugby Wind Power Project,null,149,01/12/2009,Pierce,ND,MISO
Lost Lakes Wind Farm LLC,null,100,01/12/2009,Dickinson,IA,MISO
Stoney Corners Wind Farm,null,60,01/12/2009,Missaukee,MI,MISO
Harvest Wind Project,null,98.9,01/12/2009,Klickitat,WA,BPAT
Langford Wind Power,null,150,01/12/2009,Tom Green,TX,ERCO
MA Military Reservation Wind Project,null,1.5,01/12/2009,Barnstable,MA,ISNE
OU Spirit Wind Farm,null,101.2,01/12/2009,Woodward,OK,SWPP
FPL Energy Illinois Wind LLC Hybrid,null,217.5,01/12/2009,DeKalb,IL,PJM
Elk City LLC,null,98.9,01/12/2009,Roger Mills,OK,SWPP
Crystal Lake 3 LLC,null,66,01/12/2009,Winnebago,IA,MISO
Garden Wind LLC,null,150,01/12/2009,Hardin,IA,MISO
Vansycle II Wind Energy Center,null,102.3,01/12/2009,Umatilla,OR,PACW
Deer Island Treatment Plant,null,0.6,01/11/2009,Suffolk,MA,ISNE
Deer Island Treatment Plant,null,0.6,01/11/2009,Suffolk,MA,ISNE
Wild Horse,null,44,01/11/2009,Kittitas,WA,PSEI
Hoosier Wind Project LLC,null,106,01/11/2009,Benton,IN,MISO
Stony Creek Wind Farm LLC,null,52.5,01/11/2009,Somerset,PA,PJM
Rolling Thunder Wind Farm Hybrid,null,25,01/11/2009,Hand,SD,SWPP
NaturEner Glacier Wind Energy 2,null,103.5,01/11/2009,Toole,MT,GWA
Wilton Wind II LLC,null,49.5,01/11/2009,Burleigh,ND,MISO
Fox Island Wind LLC,null,4.5,01/11/2009,Knox,ME,ISNE
Geneseo,null,1.5,01/10/2009,Henry,IL,MISO
Kibby Wind Facility,null,66,01/10/2009,Franklin,ME,ISNE
McFadden Ridge,null,35.2,01/10/2009,Albany,WY,PACE
Silver Sage Windpower,null,42,01/10/2009,Laramie,WY,WAUW
Blue Canyon Windpower V LLC,null,99,01/10/2009,Caddo,OK,SWPP
Meadow Lake Wind Farm LLC,null,199.7,01/10/2009,White,IN,PJM
Blackstone Wind Farm LLC,null,106,01/10/2009,Livingston,IL,PJM
Ashtabula Wind II LLC,null,120,01/10/2009,Steele,ND,MISO
Windy Flats Wind Project,null,262.2,01/10/2009,Klickitat,WA,BPAT
Loraine Windpark Project LLC,null,75,01/10/2009,Mitchell,TX,ERCO
Loraine Windpark Project LLC,null,75,01/10/2009,Mitchell,TX,ERCO
Delta Wind Farm,null,0.9,01/10/2009,Southeast Fairbanks,AK,null
Geneseo,null,1.5,01/09/2009,Henry,IL,MISO
Biglow Canyon Wind Farm,null,163.3,01/09/2009,Sherman,OR,PGE
North Allegheny Windpower Project,null,75,01/09/2009,Blair,PA,PJM
Papalote Creek I LLC,null,180,01/09/2009,San Patricio,TX,ERCO
Inadale Wind Farm LLC Hybrid,null,197,01/09/2009,Nolan,TX,ERCO
Luverne Wind Energy Center,null,49.5,01/09/2009,Steele,ND,MISO
High Plains,null,122.1,01/09/2009,Albany,WY,PACE
Milford Wind Corridor I LLC,null,203.5,01/09/2009,Beaver,UT,LDWP
Dry Lake Wind LLC,null,63,01/09/2009,Navajo,AZ,SRP
Sunray Wind I,null,49.5,01/09/2009,Moore,TX,SWPP
Willmar,null,2,01/08/2009,Kandiyohi,MN,MISO
Willmar,null,2,01/08/2009,Kandiyohi,MN,MISO
Rail Splitter Wind Farm,null,100.5,01/08/2009,Tazewell,IL,MISO
Panther Creek Wind Farm Three,null,215.5,01/08/2009,Sterling,TX,ERCO
Cambria Wind LLC,null,62.5,01/08/2009,Cambria,PA,PJM
Northern Colorado Wind LLC,null,22.5,01/08/2009,Logan,CO,PSCO
Northern Colorado Wind LLC,null,151.8,01/08/2009,Logan,CO,PSCO
EcoGrove Wind LLC,null,100.5,01/07/2009,Stephenson,IL,PJM
Threemile Canyon,null,9.9,01/07/2009,Morrow,OR,PACW
High Lonesome Mesa LLC,null,100,01/07/2009,Torrance,NM,PNM
Pine Tree Wind Power Project,null,135,01/06/2009,Kern,CA,LDWP
Goat Wind LP,null,69.6,01/06/2009,Sterling,TX,ERCO
Barton Windpower LLC,null,80,01/06/2009,Worth,IA,MISO
Barton Windpower LLC,null,78,01/06/2009,Worth,IA,MISO
Butter Creek Power LLC,null,5,01/06/2009,Umatilla,OR,PACW
Big Top LLC,null,1.7,01/06/2009,Morrow,OR,PACW
Four Corners Windfarm LLC,null,8,01/06/2009,Umatilla,OR,PACW
Four Mile Canyon Windfarm LLC,null,10,01/06/2009,Morrow,OR,PACW
Oregon Trail Windfarm LLC,null,9.9,01/06/2009,Umatilla,OR,PACW
Pacific Canyon Windfarm LLC,null,8.3,01/06/2009,Morrow,OR,PACW
Sand Ranch Windfarm LLC,null,9.9,01/06/2009,Morrow,OR,PACW
Wagon Trail LLC,null,3.3,01/06/2009,Morrow,OR,PACW
Ward Butte Windfarm LLC,null,6.6,01/06/2009,Umatilla,OR,PACW
Pillar Mountain Wind Project Microgrid,null,4.5,01/06/2009,Kodiak Island,AK,null
Garnet Wind Energy Center,null,6.5,01/06/2009,Riverside,CA,CISO
Tuolumne Wind Project,null,136.3,01/05/2009,Klickitat,WA,BPAT
Locust Ridge II LLC,null,102,01/05/2009,Schuylkill,PA,PJM
Forward Wind Energy Center,null,30,01/05/2009,Dodge,WI,MISO
Farmers City Wind LLC,null,146,01/04/2009,Atchison,MO,MISO
Buffalo Ridge I LLC,null,50.4,01/04/2009,Brookings,SD,MISO
Penascal Wind Power LLC,null,201.6,01/04/2009,Kenedy,TX,ERCO
Altona,null,97.5,01/04/2009,Clinton,NY,NYIS
Wethersfield,null,126,01/04/2009,Wyoming,NY,NYIS
Chateaugay,null,106.5,01/04/2009,Franklin,NY,NYIS
Notrees Windpower Hybrid,null,60,01/04/2009,Ector,TX,ERCO
Notrees Windpower Hybrid,null,92.5,01/04/2009,Ector,TX,ERCO
Iowa Lakes Superior Wind Farm,null,10.5,01/04/2009,Dickinson,IA,SWPP
Fowler Ridge Wind Farm LLC,null,101.3,01/03/2009,Benton,IN,PJM
Fowler Ridge Wind Farm LLC,null,100,01/03/2009,Benton,IN,PJM
Central Plains Wind Farm,null,99,01/03/2009,Wichita,KS,SWPP
Flat Ridge Wind Energy LLC,null,44,01/03/2009,Barber,KS,SWPP
Cassia Wind,null,8.4,01/03/2009,Twin Falls,ID,IPCO
Cassia Gulch,null,18.9,01/03/2009,Twin Falls,ID,IPCO
Elkhorn Ridge Wind LLC,null,81,01/03/2009,Knox,NE,SWPP
Waverly Community Wind Project,null,0.9,01/03/2009,Bremer,IA,MISO
Lakota Wind Wind Farm,null,10.5,01/03/2009,Kossuth,IA,SWPP
Butler Ridge,null,54,01/02/2009,Dodge,WI,MISO
Wessington Springs,null,51,01/02/2009,Jerauld,SD,SWPP
Fowler Ridge Wind Farm LLC,null,99,01/02/2009,Benton,IN,PJM
Hay Canyon Wind Power LLC,null,100.8,01/02/2009,Sherman,OR,AVRN
Moraine II Wind LLC,null,49.5,01/02/2009,Pipestone,MN,MISO
Flat Ridge Wind Farm,null,50,01/02/2009,Barber,KS,SWPP
Wheat Field Wind Power Project,null,102.9,01/02/2009,Gilliam,OR,BPAT
Wapsipinicon Wind Project,null,100.5,01/02/2009,Mower,MN,MISO
High Sheldon Wind Farm,null,112.5,01/02/2009,Wyoming,NY,NYIS
Pyron Wind Farm LLC Hybrid,null,249,01/02/2009,Fisher,TX,ERCO
Dutch Hill Wind Project,null,37.5,01/01/2009,Steuben,NY,NYIS
Cohocton Wind Project,null,87.5,01/01/2009,Steuben,NY,NYIS
Majestic 1 Wind Farm,null,79.5,01/01/2009,Carson,TX,SWPP
South Trent Wind Farm,null,101.2,01/01/2009,Nolan,TX,ERCO
Pebble Springs Wind LLC,null,98.7,01/01/2009,Gilliam,OR,AVRN
Glenrock,null,46,01/01/2009,Converse,WY,PACE
Rolling Hills,null,115.8,01/01/2009,Converse,WY,PACE
Shiloh Wind Project 2 LLC,null,150,01/01/2009,Solano,CA,CISO
Great Plains Windpark LLC,null,114,01/01/2009,Hansford,TX,SWPP
FPL Energy Crystal Lake Wind II LLC,null,200,01/01/2009,Hancock,IA,MISO
Willow Creek Energy Center,null,72,01/01/2009,Morrow,OR,BPAT
Smoky Hills Wind Project Phase II,null,148.5,01/01/2009,Lincoln,KS,SWPP
Stetson Wind I,null,57,01/01/2009,Washington,ME,ISNE
Barton Chapel Wind Farm,null,120,01/01/2009,Jack,TX,ERCO
Buffalo Bear LLC,null,18.9,01/12/2008,Harper,OK,SWPP
Cedar Ridge,null,67.7,01/12/2008,Fond Du Lac,WI,MISO
Lempster Wind LLC,null,24,01/12/2008,Sullivan,NH,ISNE
Michigan Wind 1,null,69,01/12/2008,Huron,MI,MISO
Smoky Hills Wind Project Phase I,null,100.8,01/12/2008,Lincoln,KS,SWPP
NedPower Mount Storm,null,100,01/12/2008,Grant,WV,PJM
Pomeroy Wind Farm,null,58.5,01/12/2008,Pocahontas,IA,MISO
Pattern Gulf Wind,null,283.2,01/12/2008,Kenedy,TX,ERCO
Elbow Creek Wind Project LLC,null,121.9,01/12/2008,Howard,TX,ERCO
Cloud County Wind Farm,null,105,01/12/2008,Cloud,KS,SWPP
Cloud County Wind Farm,null,96,01/12/2008,Cloud,KS,SWPP
Elm Creek Wind LLC,null,99,01/12/2008,Jackson,MN,MISO
Red Hills Wind Project LLC,null,123,01/12/2008,Roger Mills,OK,SWPP
Carroll Wind Farm,null,159.1,01/12/2008,Carroll,IA,MISO
Adair Wind Farm,null,174.8,01/12/2008,Adair,IA,MISO
Walnut Wind Farm,null,165.2,01/12/2008,Pottawattamie,IA,MISO
Hackberry Wind Farm,null,165.6,01/12/2008,Shackelford,TX,ERCO
Glenrock,null,119.6,01/12/2008,Converse,WY,PACE
Seven Mile Hill,null,122.1,01/12/2008,Carbon,WY,PACE
Seven Mile Hill,null,24.1,01/12/2008,Carbon,WY,PACE
Arlington Wind Power Project,null,102.9,01/12/2008,Gilliam,OR,BPAT
FPL Energy Ashtabula Wind LLC,null,148.5,01/12/2008,Barnes,ND,MISO
Panther Creek Wind Farm II,null,115.5,01/12/2008,Glasscock,TX,ERCO
FPL Energy Crystal Lake Wind LLC,null,150,01/12/2008,Hancock,IA,MISO
FPL Energy Story Wind LLC,null,150,01/12/2008,Story,IA,MISO
Bull Creek Wind,null,180,01/12/2008,Borden,TX,ERCO
Grand Meadow,null,100.5,01/12/2008,Mower,MN,MISO
Mesalands Comm College Wind Turbine,null,1.5,01/12/2008,Quay,NM,SWPP
Hilltop Power,null,2,01/12/2008,Pipestone,MN,MISO
Turkey Track Wind Energy LLC,null,169.5,01/11/2008,Nolan,TX,ERCO
Beaver Ridge Wind,null,4.5,01/11/2008,Waldo,ME,ISNE
Lookout Windpower LLC,null,37.8,01/10/2008,Somerset,PA,PJM
Jeffers Wind 20 LLC,null,50,01/10/2008,Cottonwood,MN,MISO
Pioneer Prairie Wind Farm,null,300,01/10/2008,Mitchell,IA,MISO
Grand Ridge Wind Energy Center,null,99,01/10/2008,LaSalle,IL,PJM
Ashtabula Wind Energy Center,null,48,01/10/2008,Barnes,ND,MISO
NaturEner Glacier Wind Energy 1,null,106.5,01/10/2008,Toole,MT,GWA
Edom Hills Project 1 LLC,null,20,01/09/2008,Riverside,CA,CISO
Mountain Wind Power II LLC,null,80,01/09/2008,Uinta,WY,PACE
Winnebago Wind Power Project,null,20,01/09/2008,Winnebago,IA,MISO
Silver Star I Wind Power Project,null,52.8,01/09/2008,Erath,TX,ERCO
McAdoo Wind Energy LLC,null,150,01/09/2008,Dickens,TX,ERCO
Langdon Wind II LLC,null,40.5,01/09/2008,Cavalier,ND,MISO
Osceola Windpower II,null,49.6,01/09/2008,Osceola,IA,MISO
Ocotillo Windpower,null,58.8,01/09/2008,Howard,TX,ERCO
Delta Wind Farm,null,0.1,01/09/2008,Southeast Fairbanks,AK,null
Hopkins Ridge Wind,null,7.2,01/08/2008,Columbia,WA,BPAT
Providence Heights Wind LLC,null,72,01/08/2008,Bureau,IL,PJM
Buffalo Gap 3 Wind Farm,null,170.2,01/08/2008,Nolan,TX,ERCO
Happy Jack Windpower Project,null,29.4,01/08/2008,Laramie,WY,WAUW
Wolf Ridge Wind,null,112.5,01/08/2008,Cooke,TX,ERCO
Klondike Windpower III,null,76.5,01/07/2008,Sherman,OR,AVRN
Bennett Creek Windfarm LLC - Mountain Home,null,21,01/07/2008,Elmore,ID,IPCO
Osceola Windpower LLC,null,98.2,01/07/2008,Osceola,IA,SWPP
Spanish Fork Wind Park 2 LLC,null,18.9,01/07/2008,Utah,UT,PACE
Mountain Wind Power LLC,null,61,01/07/2008,Uinta,WY,PACE
Panther Creek Wind Farm I,null,142.5,01/07/2008,Howard,TX,ERCO
Forward Wind Energy Center,null,99,01/07/2008,Dodge,WI,MISO
Goodnoe Hills,null,103.4,01/06/2008,Klickitat,WA,BPAT
Blue Sky Green Field Wind Project,null,145.2,01/05/2008,Fond Du Lac,WI,MISO
Clinton,null,100.5,01/05/2008,Clinton,NY,NYIS
Ellenburg,null,81,01/05/2008,Clinton,NY,NYIS
Bliss,null,100.5,01/05/2008,Wyoming,NY,NYIS
Taconite Ridge 1 Wind Energy Center,null,25,01/05/2008,St Louis,MN,MISO
Mountain Home,null,21,01/05/2008,Elmore,ID,IPCO
Benton County Wind Farm,null,130.5,01/05/2008,Benton,IN,MISO
Odin Wind Farm LLC,null,20,01/05/2008,Cottonwood,MN,MISO
Capricorn Ridge Wind LLC,null,112.5,01/05/2008,Sterling,TX,ERCO
Ribeye Wind (11) LLC,null,10,01/05/2008,Moore,TX,SWPP
T-Bone Wind (10) LLC,null,8.8,01/05/2008,Moore,TX,SWPP
Welcome Wind Turbine,null,2.1,01/05/2008,Martin,MN,MISO
Cow Branch,null,50.4,01/04/2008,Atchison,MO,AECI
Conception,null,50.4,01/04/2008,Nodaway,MO,AECI
Charles City Wind Farm,null,80,01/04/2008,Floyd,IA,MISO
Forward Windpower LLC,null,29.4,01/04/2008,Somerset,PA,PJM
Goat Wind LP,null,80,01/04/2008,Sterling,TX,ERCO
Capricorn Ridge Wind LLC,null,186,01/04/2008,Sterling,TX,ERCO
Dillon Wind LLC,null,45,01/04/2008,Riverside,CA,CISO
Tri-Tip Wind (9) LLC,null,10,01/04/2008,Moore,TX,SWPP
Brisket Wind (8) LLC,null,10,01/04/2008,Moore,TX,SWPP
Flat Iron Wind (7) LLC,null,10,01/04/2008,Moore,TX,SWPP
Post Oak Wind LLC,null,200,01/03/2008,Shackelford,TX,ERCO
NedPower Mount Storm,null,164,01/03/2008,Grant,WV,PJM
Top of Iowa Windfarm III,null,29.7,01/02/2008,Worth,IA,MISO
Loess Hills,null,5,01/02/2008,Atchison,MO,AECI
Champion Wind Farm LLC,null,126.5,01/02/2008,Nolan,TX,ERCO
