datetime,city,latitude,longitude,calculated_aqi,pm10,pm2_5,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,pressure_msl,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,uv_index,uv_index_clear_sky,ammonia,alder_pollen,birch_pollen,grass_pollen,mugwort_pollen,olive_pollen,ragweed_pollen,dew_point_2m,apparent_temperature,rain,snowfall,weather_code,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm
2025-08-20 18:30:00+00:00,Bangalore,12.9716,77.5946,45.833333333333336,15.1,11.0,19.361,89.90196,11.043261,0.0,1012.7,257.0,14.6,6.6,35.0,7.0,0.0,0.0,,,,,,,,17.661001,20.513943,0.0,0.0,1.0,911.55884,39.0,0.0,3.0,38.0,,0.0,0.22696877,21.522614,250.9743,255.96373,27.359999,20.561,0.334
2025-08-20 19:30:00+00:00,Bangalore,12.9716,77.5946,43.333331743876144,14.5,10.4,18.961,92.46159,10.644379,0.0,1012.4,214.0,12.8,6.3,34.0,7.0,0.0,0.0,,,,,,,,17.711,20.194492,0.0,0.0,1.0,911.1587,24.0,0.0,3.0,22.0,,0.0,0.16527152,21.129883,251.25856,256.2005,23.759998,20.211,0.335
2025-08-20 20:30:00+00:00,Bangalore,12.9716,77.5946,40.0000015894572,13.9,9.6,18.661001,94.50803,10.24578,0.0,1012.1,186.0,11.3,6.0,34.0,7.0,0.0,0.0,,,,,,,,17.761,19.974995,0.0,0.0,3.0,910.79114,94.0,0.0,7.0,94.0,,0.0,0.118172646,20.480488,251.56496,257.30734,23.039999,19.911001,0.335
2025-08-20 21:30:00+00:00,Bangalore,12.9716,77.5946,38.333332538604736,13.9,9.2,18.511,95.70022,10.99769,0.0,1011.9,174.0,10.5,5.9,33.0,8.0,0.0,0.0,,,,,,,,17.811,19.737684,0.0,0.0,2.0,910.56226,59.0,14.0,12.0,47.0,,0.0,0.09165621,21.612747,248.89508,255.0378,23.759998,19.661001,0.335
2025-08-20 22:30:00+00:00,Bangalore,12.9716,77.5946,38.333332538604736,14.3,9.2,18.361,96.60385,11.203464,0.0,1012.1,177.0,10.0,5.9,32.0,8.0,0.0,0.0,,,,,,,,17.811,19.557764,0.0,0.0,1.0,910.69293,47.0,28.0,7.0,20.0,,0.0,0.07171774,21.862406,246.3179,252.75845,24.48,19.461,0.335
2025-08-20 23:30:00+00:00,Bangalore,12.9716,77.5946,33.7500015894572,11.5,8.1,18.211,97.51707,11.672275,0.0,1012.2,206.0,7.5,4.4,37.0,6.0,0.0,0.0,,,,,,,,17.811,19.33948,0.0,0.0,3.0,910.73413,100.0,100.0,3.0,0.0,,0.0,0.051943064,22.575474,250.16779,254.74483,25.199999,19.311,0.336
2025-08-21 00:30:00+00:00,Bangalore,12.9716,77.5946,30.416667461395267,11.0,7.3,19.261,95.42509,11.7827835,0.0,1012.7,288.0,8.2,4.4,37.0,6.0,0.05,0.1,,,,,,,,18.511,20.690845,0.0,0.0,3.0,911.5263,100.0,100.0,98.0,0.0,,0.018559854,0.102184296,21.04461,251.28816,255.13167,26.64,20.211,0.336
2025-08-21 01:30:00+00:00,Bangalore,12.9716,77.5946,29.166666666666668,10.9,7.0,20.061,91.65875,12.9249525,0.0,1013.4,395.0,9.2,4.4,37.0,6.0,0.6,1.0,,,,,,,,18.661001,21.393503,0.0,0.0,3.0,912.41583,100.0,30.0,100.0,6.0,,0.042823356,0.19577742,19.348116,257.125,257.64465,29.519999,20.311,0.336
2025-08-21 02:30:00+00:00,Bangalore,12.9716,77.5946,29.583332935969036,10.8,7.1,21.411001,83.82252,14.957339,0.0,1014.0,454.0,9.4,4.4,39.0,7.0,1.75,3.35,,,,,,,,18.561,22.399513,0.0,0.0,3.0,913.3908,100.0,89.0,100.0,85.0,,0.11233761,0.41256046,23.264606,267.24094,266.4514,35.64,20.711,0.335
2025-08-21 03:30:00+00:00,Bangalore,12.9716,77.5946,28.7500003973643,11.1,6.9,22.411001,80.10308,13.14493,0.0,1013.9,419.0,8.1,4.2,44.0,8.0,3.35,6.8,,,,,,,,18.811,23.779884,0.0,0.0,3.0,913.62067,100.0,84.0,87.0,99.0,,0.15176152,0.53927684,20.523155,271.5693,271.00507,37.44,21.311,0.334
2025-08-21 04:30:00+00:00,Bangalore,12.9716,77.5946,29.583332935969036,11.9,7.1,23.861,72.92246,15.506141,0.0,1013.4,336.0,6.1,4.0,51.0,10.0,5.2,10.55,,,,,,,,18.711,24.837255,0.0,0.0,3.0,913.6298,100.0,99.0,9.0,98.0,,0.28707457,0.80102706,23.73271,279.3529,279.60513,37.44,22.311,0.331
2025-08-21 05:30:00+00:00,Bangalore,12.9716,77.5946,32.91666706403097,14.3,7.9,24.811,69.97158,13.451914,0.0,1012.9,275.0,4.5,3.8,58.0,12.0,6.55,13.15,,,,,,,,18.961,26.203714,0.0,0.0,3.0,913.47815,100.0,100.0,12.0,100.0,,0.3663776,0.9402375,20.089966,282.3625,282.41742,36.719997,23.461,0.327
2025-08-21 06:30:00+00:00,Bangalore,12.9716,77.5946,35.83333492279053,16.2,8.6,25.461,68.58498,11.402683,0.0,1012.1,257.0,3.3,3.6,67.0,13.0,8.85,13.7,,,,,,,,19.261,27.295395,0.0,0.0,3.0,912.9599,100.0,36.0,17.0,100.0,,0.39292634,1.0223827,16.770939,281.84204,282.3954,33.48,24.461,0.323
2025-08-21 07:30:00+00:00,Bangalore,12.9716,77.5946,35.41666666666667,15.9,8.5,26.761,64.90759,10.062305,0.0,1010.8,261.0,2.6,3.5,76.0,15.0,8.35,12.05,,,,,,,,19.611,30.591698,0.0,0.0,3.0,912.1908,100.0,34.0,32.0,100.0,,0.58664113,1.2330887,14.721535,280.30478,281.9969,29.88,25.961,0.317
2025-08-21 08:30:00+00:00,Bangalore,12.9716,77.5946,37.5,16.9,9.0,26.761,65.51462,10.534229,0.1,1009.9,286.0,3.6,3.5,79.0,15.0,7.3,8.75,,,,,,,,19.761,29.521809,0.1,0.0,51.0,911.37866,100.0,62.0,28.0,100.0,,0.46949205,1.2117431,15.281989,286.88687,285.0184,28.44,26.661001,0.313
2025-08-21 09:30:00+00:00,Bangalore,12.9716,77.5946,37.083331743876144,16.8,8.9,26.861,64.32685,9.82114,0.0,1008.8,333.0,7.2,3.6,73.0,14.0,3.7,5.0,,,,,,,,19.561,29.256256,0.0,0.0,3.0,910.4167,100.0,64.0,13.0,100.0,,0.42559332,1.260881,13.767352,296.09537,295.5599,29.16,27.161001,0.308
2025-08-21 10:30:00+00:00,Bangalore,12.9716,77.5946,38.333332538604736,17.8,9.2,26.261,66.229294,8.93859,0.0,1008.4,402.0,12.6,3.8,62.0,12.0,1.35,2.0,,,,,,,,19.461,28.550827,0.0,0.0,3.0,909.8703,100.0,4.0,16.0,100.0,,0.2916604,1.1522603,13.202726,295.01685,295.8663,28.44,26.961,0.304
2025-08-21 11:30:00+00:00,Bangalore,12.9716,77.5946,60.47008465497922,34.2,16.9,25.961,68.25741,7.69592,0.0,1008.6,491.0,11.0,4.4,67.0,32.0,0.25,0.4,,,,,,,,19.661001,28.530453,0.0,0.0,3.0,909.95795,100.0,11.0,30.0,100.0,,0.18335344,1.0640376,12.287555,259.21576,264.95764,22.319998,26.511,0.302
2025-08-21 12:30:00+00:00,Bangalore,12.9716,77.5946,76.92307773818317,39.7,24.6,24.611,75.12156,5.2478566,0.0,1009.7,634.0,22.7,6.9,50.0,30.0,0.0,0.0,,,,,,,,19.911001,27.663067,0.0,0.0,3.0,910.5294,100.0,4.0,4.0,100.0,,0.058697917,0.76968455,13.737904,300.96368,301.60745,17.28,25.361,0.311
2025-08-21 13:30:00+00:00,Bangalore,12.9716,77.5946,83.97435815925272,41.6,27.9,23.361,79.734314,6.439876,0.0,1010.9,798.0,38.6,10.4,27.0,26.0,0.0,0.0,,,,,,,,19.661001,26.116419,0.0,0.0,3.0,911.21844,97.0,0.0,5.0,97.0,,0.032094445,0.58170867,15.627897,296.56497,302.77487,14.4,24.411001,0.311
2025-08-21 14:30:00+00:00,Bangalore,12.9716,77.5946,84.40171021681564,41.0,28.1,22.561,83.95111,6.050785,0.0,1012.2,876.0,48.7,12.8,11.0,23.0,0.0,0.0,,,,,,,,19.711,25.398623,0.0,0.0,3.0,912.1363,100.0,16.0,11.0,100.0,,0.0,0.43892407,14.897651,300.37906,298.11313,13.32,23.611,0.311
2025-08-21 15:30:00+00:00,Bangalore,12.9716,77.5946,82.05128205128204,39.1,27.0,22.261,85.49621,5.506941,0.1,1013.2,800.0,47.8,13.4,8.0,20.0,0.0,0.0,,,,,,,,19.711,25.178213,0.1,0.0,51.0,912.94214,100.0,22.0,27.0,100.0,,0.0,0.38950992,14.934577,281.3099,285.3763,13.32,23.011,0.311
2025-08-21 16:30:00+00:00,Bangalore,12.9716,77.5946,78.41880178859091,36.3,25.3,21.911001,87.339325,4.5,0.0,1013.6,638.0,41.2,12.9,12.0,18.0,0.0,0.0,,,,,,,,19.711,24.975376,0.0,0.0,3.0,913.1907,99.0,19.0,23.0,99.0,,0.0,0.33284783,12.750811,286.26028,288.9466,11.5199995,22.511,0.312
2025-08-21 17:30:00+00:00,Bangalore,12.9716,77.5946,72.0085453783345,31.5,22.3,21.461,89.21955,5.2478566,0.0,1013.5,496.0,34.7,12.2,16.0,16.0,0.0,0.0,,,,,,,,19.611,24.36739,0.0,0.0,3.0,912.9565,99.0,12.0,24.0,99.0,,0.0,0.2757423,13.049689,300.96368,294.44394,10.08,22.061,0.312
2025-08-21 18:30:00+00:00,Bangalore,12.9716,77.5946,67.30769312279855,28.1,20.1,20.861,91.99266,6.9247384,0.0,1013.0,406.0,30.0,11.3,18.0,14.0,0.0,0.0,,,,,,,,19.511,23.474285,0.0,0.0,2.0,912.31366,72.0,0.0,20.0,65.0,,0.0,0.19741964,15.376045,297.8972,297.1649,14.04,21.711,0.312
2025-08-21 19:30:00+00:00,Bangalore,12.9716,77.5946,62.82051282051282,24.9,18.0,20.261,94.57287,7.256032,0.0,1013.0,335.0,25.4,10.1,21.0,12.0,0.0,0.0,,,,,,,,19.361,22.753353,0.0,0.0,2.0,912.12006,53.0,0.0,18.0,43.0,,0.0,0.1289556,16.109749,316.00497,309.55963,14.759999,21.361,0.313
2025-08-21 20:30:00+00:00,Bangalore,12.9716,77.5946,57.90598249842978,21.5,15.7,19.961,94.856026,7.388775,0.0,1012.5,286.0,21.2,8.9,23.0,10.0,0.0,0.0,,,,,,,,19.111,22.313723,0.0,0.0,2.0,911.5732,76.0,1.0,9.0,73.0,,0.0,0.119986296,16.325514,304.07724,304.21576,15.4800005,21.011,0.313
2025-08-21 21:30:00+00:00,Bangalore,12.9716,77.5946,53.205128205128204,18.9,13.5,19.511,96.63303,6.5248446,0.0,1011.9,261.0,17.4,7.9,25.0,9.0,0.0,0.0,,,,,,,,18.961,21.918516,0.0,0.0,3.0,910.88745,92.0,7.0,2.0,92.0,,0.0,0.07637787,15.137133,294.44394,295.34613,15.4800005,20.761,0.313
2025-08-21 22:30:00+00:00,Bangalore,12.9716,77.5946,51.92307610797067,18.1,12.9,19.311,97.53759,6.1858225,0.0,1012.1,259.0,14.2,6.9,26.0,8.0,0.0,0.0,,,,,,,,18.911001,21.744389,0.0,0.0,3.0,911.00244,100.0,11.0,1.0,100.0,,0.0,0.055169582,13.971757,278.36578,284.93146,13.679999,20.511,0.314
2025-08-21 23:30:00+00:00,Bangalore,12.9716,77.5946,60.89743671254215,21.9,17.1,19.161001,98.14603,5.9399996,0.0,1012.4,277.0,16.3,7.4,22.0,9.0,0.0,0.0,,,,,,,,18.861,21.606693,0.0,0.0,3.0,911.22394,100.0,90.0,4.0,100.0,,0.0,0.041151762,13.169555,270.0,280.23474,12.959999,20.311,0.314
2025-08-22 00:30:00+00:00,Bangalore,12.9716,77.5946,58.760684575790016,20.5,16.1,20.111,98.46399,7.0015144,0.0,1012.4,335.0,15.9,7.3,23.0,10.0,0.05,0.1,,,,,,,,19.861,22.886572,0.0,0.0,3.0,911.5315,100.0,92.0,2.0,100.0,,0.01198846,0.036159515,14.512064,287.96924,293.38525,14.04,21.211,0.313
2025-08-22 01:30:00+00:00,Bangalore,12.9716,77.5946,55.98290639045911,20.4,14.8,20.761,94.886406,10.163227,0.0,1012.7,413.0,15.3,7.1,25.0,11.0,0.55,0.95,,,,,,,,19.911001,23.099936,0.0,0.0,3.0,912.0111,99.0,52.0,1.0,99.0,,0.051990625,0.12529826,15.443328,292.93213,291.18143,23.759998,21.361,0.314
2025-08-22 02:30:00+00:00,Bangalore,12.9716,77.5946,52.56410215654944,20.4,13.2,22.461,83.42021,9.901636,0.0,1013.4,454.0,14.0,6.8,30.0,12.0,1.85,3.2,,,,,,,,19.511,24.638767,0.0,0.0,3.0,913.1859,100.0,89.0,1.0,100.0,,0.19952895,0.45070982,14.221139,268.9584,269.27478,25.199999,22.111,0.312
2025-08-22 03:30:00+00:00,Bangalore,12.9716,77.5946,50.854700039594604,20.1,12.4,23.611,78.541306,9.335737,0.0,1013.7,417.0,11.3,6.2,39.0,13.0,3.85,6.7,,,,,,,,19.661001,25.943855,0.0,0.0,3.0,913.8214,100.0,47.0,1.0,100.0,,0.2713509,0.6252928,13.5515,250.86626,253.0091,26.28,23.061,0.31
2025-08-22 04:30:00+00:00,Bangalore,12.9716,77.5946,46.66666587193807,20.4,11.2,24.761,77.026215,9.526405,0.2,1013.3,342.0,7.9,5.4,51.0,15.0,6.15,10.25,,,,,,,,20.461,28.437546,0.2,0.0,51.0,913.82306,100.0,26.0,25.0,100.0,,0.4716551,0.71711206,13.609951,247.79646,249.88733,27.359999,24.661001,0.308
2025-08-22 05:30:00+00:00,Bangalore,12.9716,77.5946,45.833333333333336,20.0,11.0,25.711,71.67674,9.266067,0.0,1012.4,294.0,5.4,4.8,60.0,16.0,7.8,12.8,,,,,,,,20.211,29.160149,0.0,0.0,3.0,913.3085,100.0,100.0,13.0,100.0,,0.48089537,0.9354415,13.337016,245.9245,248.6293,27.72,25.861,0.303
2025-08-22 06:30:00+00:00,Bangalore,12.9716,77.5946,44.16666825612386,19.7,10.6,26.961,64.14873,9.12513,0.0,1011.1,297.0,3.9,4.3,66.0,16.0,8.6,13.3,,,,,,,,19.611,30.525528,0.0,0.0,3.0,912.52325,100.0,100.0,57.0,100.0,,0.5468858,1.2746265,13.062098,255.14134,258.0707,27.0,27.011,0.298
2025-08-22 07:30:00+00:00,Bangalore,12.9716,77.5946,42.916667461395264,19.3,10.3,24.261,74.3682,8.197414,0.7,1010.7,325.0,3.3,4.0,71.0,16.0,7.3,11.55,,,,,,,,19.411001,26.636766,0.7,0.0,53.0,911.32135,100.0,77.0,63.0,100.0,,0.2808689,0.77661085,11.788281,261.15826,262.98358,27.0,26.861,0.302
2025-08-22 08:30:00+00:00,Bangalore,12.9716,77.5946,42.08333492279053,18.8,10.1,25.011,73.34873,6.7469993,1.0,1009.7,370.0,4.4,3.9,71.0,15.0,5.3,8.3,,,,,,,,19.911001,27.844006,1.0,0.0,55.0,910.65454,100.0,0.0,19.0,100.0,,0.386904,0.84442353,9.9587345,260.78903,263.77426,24.84,26.961,0.31
2025-08-22 09:30:00+00:00,Bangalore,12.9716,77.5946,41.66666666666667,18.6,10.0,25.611,71.216705,7.9932976,0.1,1008.8,403.0,8.0,4.0,66.0,14.0,2.95,4.65,,,,,,,,20.011,28.31168,0.1,0.0,51.0,910.02966,100.0,3.0,12.0,100.0,,0.35159576,0.94503903,11.749741,262.23492,264.7262,24.84,27.161001,0.307
2025-08-22 10:30:00+00:00,Bangalore,12.9716,77.5946,43.333331743876144,19.8,10.4,24.111,75.74325,11.555103,2.1,1009.1,452.0,13.4,4.3,58.0,14.0,1.1,1.85,,,,,,,,19.561,26.07051,2.1,0.0,61.0,909.8316,100.0,29.0,13.0,100.0,,0.26829654,0.72836757,17.534992,274.46707,275.30084,29.519999,26.961,0.329
2025-08-22 11:30:00+00:00,Bangalore,12.9716,77.5946,54.48718030228574,19.7,14.1,22.961,82.44942,9.028754,0.1,1009.6,587.0,23.2,5.6,45.0,10.0,0.15,0.4,,,,,,,,19.811,25.41354,0.1,0.0,51.0,909.9201,100.0,11.0,5.0,100.0,,0.1169648,0.49175358,13.976394,274.57382,277.3995,27.72,25.911001,0.328
2025-08-22 12:30:00+00:00,Bangalore,12.9716,77.5946,63.24786487807575,23.2,18.2,24.161001,74.58323,7.989243,0.0,1009.4,919.0,31.5,8.7,33.0,11.0,0.0,0.0,,,,,,,,19.361,26.542938,0.0,0.0,3.0,910.1178,99.0,12.0,21.0,99.0,,0.06274497,0.7655029,17.244337,284.34937,283.8912,18.72,25.711,0.285
2025-08-22 13:30:00+00:00,Bangalore,12.9716,77.5946,73.29059747549204,28.8,22.9,23.511,77.798256,5.720489,0.0,1010.2,1337.0,42.9,12.9,16.0,12.0,0.0,0.0,,,,,,,,19.411001,26.248735,0.0,0.0,3.0,910.6345,98.0,12.0,25.0,98.0,,0.0050524874,0.6430774,13.776763,282.72437,287.48807,17.28,24.761,0.285
2025-08-22 14:30:00+00:00,Bangalore,12.9716,77.5946,85.89743426722339,36.1,28.8,22.961,80.928314,7.0223074,0.0,1010.9,1578.0,50.8,15.7,4.0,13.0,0.0,0.0,,,,,,,,19.511,25.5582,0.0,0.0,3.0,911.0918,100.0,7.0,9.0,100.0,,0.0057699564,0.5343871,15.108211,271.46878,285.1953,14.4,24.061,0.285
2025-08-22 15:30:00+00:00,Bangalore,12.9716,77.5946,93.8034188034188,40.2,32.5,21.061,88.083626,8.461915,0.3,1012.5,1496.0,52.4,15.9,1.0,13.0,0.0,0.0,,,,,,,,19.011,23.20864,0.3,0.0,51.0,911.9275,100.0,27.0,53.0,100.0,,0.0,0.29743767,16.16496,203.83875,224.54892,23.039999,23.311,0.289
2025-08-22 16:30:00+00:00,Bangalore,12.9716,77.5946,82.69230606209518,34.2,27.3,20.861,90.57323,5.509882,0.1,1013.1,1236.0,50.4,14.7,3.0,12.0,0.0,0.0,,,,,,,,19.261,23.559137,0.1,0.0,51.0,912.4037,100.0,11.0,25.0,100.0,,0.0,0.23242068,12.081473,218.36752,245.34412,16.919998,22.761,0.29
2025-08-22 17:30:00+00:00,Bangalore,12.9716,77.5946,78.41880178859091,32.1,25.3,20.511,92.83531,9.220499,0.0,1013.0,971.0,46.6,13.4,6.0,11.0,0.0,0.0,,,,,,,,19.311,22.692448,0.0,0.0,3.0,912.20087,100.0,15.0,40.0,100.0,,0.0,0.17288566,17.782686,231.34016,238.24055,18.359999,22.261,0.29
2025-08-22 18:30:00+00:00,Bangalore,12.9716,77.5946,76.7094017094017,32.2,24.5,19.961,94.856026,5.3999996,0.0,1012.8,736.0,40.2,12.4,11.0,11.0,0.0,0.0,,,,,,,,19.111,22.603752,0.0,0.0,3.0,911.84326,100.0,27.0,13.0,100.0,,0.0,0.119986296,11.583109,216.86998,237.05078,20.519999,21.861,0.29
2025-08-22 19:30:00+00:00,Bangalore,12.9716,77.5946,70.08546927036383,29.1,21.4,19.911001,96.3429,5.7852573,0.0,1012.0,496.0,31.9,11.3,18.0,11.0,0.0,0.0,,,,,,,,19.311,22.593876,0.0,0.0,3.0,911.1067,100.0,36.0,7.0,100.0,,0.0,0.08503842,13.917154,264.64426,264.80566,11.159999,21.611,0.29
2025-08-22 20:30:00+00:00,Bangalore,12.9716,77.5946,63.67521286010742,24.9,18.4,19.861,96.341545,6.8612823,0.0,1010.9,323.0,25.4,10.4,23.0,11.0,0.0,0.0,,,,,,,,19.261,22.362823,0.0,0.0,3.0,910.10034,100.0,12.0,0.0,100.0,,0.0,0.084807634,14.993038,274.5139,274.82068,14.4,21.361,0.291
2025-08-22 21:30:00+00:00,Bangalore,12.9716,77.5946,61.75213675213675,23.2,17.5,19.761,97.54592,6.279395,0.0,1010.8,250.0,22.6,9.9,22.0,10.0,0.0,0.0,,,,,,,,19.361,22.396156,0.0,0.0,3.0,909.97797,100.0,28.0,0.0,100.0,,0.0,0.05653763,13.346729,242.7005,259.90256,14.759999,21.111,0.291
2025-08-22 22:30:00+00:00,Bangalore,12.9716,77.5946,61.32478469457382,22.4,17.3,19.661001,98.45876,7.0843205,0.0,1010.9,245.0,21.5,9.7,19.0,8.0,0.0,0.0,,,,,,,,19.411001,22.203142,0.0,0.0,3.0,910.0355,100.0,93.0,0.0,100.0,,0.0,0.03528738,14.275713,242.78397,256.13895,14.759999,20.911001,0.292
2025-08-22 23:30:00+00:00,Bangalore,12.9716,77.5946,58.11965852721124,22.9,15.8,19.611,98.76487,7.689603,0.0,1011.2,280.0,19.4,8.7,21.0,11.0,0.0,0.0,,,,,,,,19.411001,22.064905,0.0,0.0,3.0,910.28955,100.0,100.0,0.0,100.0,,0.0,0.028191328,14.7742605,237.42595,247.80966,16.199999,20.811,0.292
2025-08-23 00:30:00+00:00,Bangalore,12.9716,77.5946,58.11965852721124,21.9,15.8,19.761,97.54592,7.120815,0.0,1011.6,384.0,19.5,9.0,20.0,11.0,0.05,0.1,,,,,,,,19.361,22.273449,0.0,0.0,3.0,910.6982,100.0,27.0,0.0,100.0,,0.014327902,0.05653763,13.671707,249.27435,260.9098,15.84,21.611,0.286
2025-08-23 01:30:00+00:00,Bangalore,12.9716,77.5946,55.98290639045911,22.0,14.8,20.161001,94.568825,7.1661706,0.0,1012.7,529.0,19.4,9.3,20.0,12.0,0.5,0.9,,,,,,,,19.261,22.61814,0.0,0.0,3.0,911.81793,100.0,17.0,3.0,100.0,,0.04108741,0.12825823,12.662843,258.40784,264.2895,17.28,21.511,0.287
2025-08-23 02:30:00+00:00,Bangalore,12.9716,77.5946,57.69230850741395,23.5,15.6,21.061,87.535675,9.734988,0.0,1013.0,601.0,18.2,9.1,23.0,13.0,1.8,2.95,,,,,,,,18.911001,22.97551,0.0,0.0,3.0,912.3778,100.0,22.0,14.0,100.0,,0.11967498,0.31111717,14.650939,273.17978,275.64044,23.759998,21.861,0.286
2025-08-23 03:30:00+00:00,Bangalore,12.9716,77.5946,57.051282458835175,26.1,15.3,22.611,79.880424,10.387107,0.0,1012.6,525.0,14.8,8.0,32.0,15.0,4.0,6.15,,,,,,,,18.961,24.452795,0.0,0.0,3.0,912.5128,100.0,10.0,1.0,100.0,,0.27045205,0.55195856,15.506141,278.97253,279.3529,28.8,22.811,0.284
2025-08-23 04:30:00+00:00,Bangalore,12.9716,77.5946,55.55555637066181,26.2,14.6,24.311,72.54712,9.885262,0.0,1012.4,376.0,10.2,6.3,44.0,18.0,6.2,9.6,,,,,,,,19.061,27.102005,0.0,0.0,3.0,912.87,100.0,11.0,29.0,100.0,,0.4582977,0.8343036,14.411245,280.49142,279.3446,29.16,24.361,0.279
2025-08-23 05:30:00+00:00,Bangalore,12.9716,77.5946,53.63247822492551,25.7,13.7,25.361,66.04386,12.93247,0.0,1011.8,264.0,6.7,5.0,54.0,20.0,7.05,12.05,,,,,,,,18.561,27.341469,0.0,0.0,3.0,912.6581,100.0,13.0,28.0,100.0,,0.4717062,1.098609,18.73557,278.8067,278.2857,33.839996,25.461,0.275
2025-08-23 06:30:00+00:00,Bangalore,12.9716,77.5946,51.49572608817337,24.9,12.7,26.561,61.515087,11.230904,0.0,1010.9,235.0,4.9,4.2,60.0,21.0,7.5,12.6,,,,,,,,18.561,29.568584,0.0,0.0,3.0,912.21893,100.0,5.0,21.0,100.0,,0.57497036,1.3366115,16.459915,276.4415,275.64816,35.64,26.711,0.269
2025-08-23 07:30:00+00:00,Bangalore,12.9716,77.5946,49.583331743876144,24.0,11.9,27.261,57.21288,12.0653715,0.0,1009.5,243.0,4.2,3.6,64.0,21.0,6.75,11.0,,,,,,,,18.061,29.874275,0.0,0.0,3.0,911.1715,100.0,7.0,18.0,100.0,,0.5862705,1.5483797,17.468348,271.70978,271.77142,34.2,27.711,0.263
2025-08-23 08:30:00+00:00,Bangalore,12.9716,77.5946,49.583331743876144,24.0,11.9,27.161001,57.188805,11.35285,0.0,1008.6,266.0,4.8,3.4,65.0,21.0,4.85,7.95,,,,,,,,17.961,29.624088,0.0,0.0,3.0,910.3286,100.0,14.0,16.0,100.0,,0.55698013,1.5402219,16.383955,267.27374,268.74097,34.92,28.361,0.257
2025-08-23 09:30:00+00:00,Bangalore,12.9716,77.5946,50.641026048578766,24.4,12.3,27.011,59.907787,11.003581,0.0,1008.1,297.0,7.2,3.5,62.0,19.0,3.15,4.5,,,,,,,,18.561,29.077461,0.0,0.0,3.0,909.8311,100.0,18.0,23.0,100.0,,0.46704146,1.429714,16.201,266.24835,269.3634,33.48,28.611,0.253
2025-08-23 10:30:00+00:00,Bangalore,12.9716,77.5946,47.91666666666667,21.8,11.5,26.611,60.38091,11.525623,0.0,1007.7,341.0,11.0,3.9,56.0,17.0,1.4,1.8,,,,,,,,18.311,27.979729,0.0,0.0,3.0,909.347,100.0,7.0,19.0,100.0,,0.32703125,1.3800814,17.11515,271.78986,272.41098,31.68,28.261,0.249
2025-08-23 11:30:00+00:00,Bangalore,12.9716,77.5946,49.166667461395264,20.0,11.8,25.611,63.06153,12.611567,0.0,1008.2,394.0,12.2,4.0,63.0,14.0,0.25,0.35,,,,,,,,18.061,26.708755,0.0,0.0,3.0,909.4884,100.0,16.0,37.0,100.0,,0.18324663,1.2129939,21.447208,272.45398,272.88635,28.8,27.361,0.247
2025-08-23 12:30:00+00:00,Bangalore,12.9716,77.5946,59.829060644166084,23.6,16.6,24.461,69.25208,8.459999,0.0,1009.5,474.0,20.4,6.1,52.0,14.0,0.0,0.0,,,,,,,,18.461,26.348007,0.0,0.0,3.0,910.3022,100.0,12.0,33.0,100.0,,0.07500412,0.9429059,17.648262,270.0,268.24664,21.24,26.411001,0.249
2025-08-23 13:30:00+00:00,Bangalore,12.9716,77.5946,66.45299308320396,26.0,19.7,23.611,72.423584,10.446206,0.0,1010.7,562.0,31.5,8.9,37.0,14.0,0.0,0.0,,,,,,,,18.361,25.163115,0.0,0.0,3.0,911.117,100.0,28.0,40.0,100.0,,0.03088801,0.80364656,20.738312,271.97488,273.4832,23.4,25.311,0.248
2025-08-23 14:30:00+00:00,Bangalore,12.9716,77.5946,70.2991452991453,29.3,21.5,22.111,80.56529,9.422101,0.1,1011.8,594.0,38.3,10.8,26.0,13.0,0.0,0.0,,,,,,,,18.611,23.929409,0.1,0.0,51.0,911.6328,100.0,29.0,46.0,100.0,,0.012753085,0.5172434,18.193361,223.45189,242.928,22.68,24.361,0.249
2025-08-23 15:30:00+00:00,Bangalore,12.9716,77.5946,62.39316076294989,23.5,17.8,21.211,86.463104,6.854195,0.1,1012.9,524.0,36.9,11.0,24.0,11.0,0.0,0.0,,,,,,,,18.861,23.521864,0.1,0.0,51.0,912.3359,100.0,20.0,25.0,100.0,,0.0,0.3410113,14.941085,209.93143,238.79955,20.16,23.561,0.249
2025-08-23 16:30:00+00:00,Bangalore,12.9716,77.5946,59.40170858660315,20.5,16.4,21.411001,87.022934,8.891343,0.0,1013.4,399.0,31.2,10.3,26.0,7.0,0.0,0.0,,,,,,,,19.161001,23.567432,0.0,0.0,3.0,912.85034,100.0,7.0,22.0,100.0,,0.0015756816,0.33092642,18.392618,238.24055,249.9689,17.28,23.011,0.25
2025-08-23 17:30:00+00:00,Bangalore,12.9716,77.5946,55.98290639045911,17.8,14.8,21.011,88.63054,11.442394,0.0,1013.3,295.0,25.6,9.5,28.0,5.0,0.0,0.0,,,,,,,,19.061,22.747864,0.0,0.0,3.0,912.63196,100.0,2.0,6.0,100.0,,0.0034764847,0.28291607,21.960737,250.70985,255.28029,23.759998,22.511,0.25
